"date","species","batch_id","volume","grade","tree","height","diameter1","diameter2","calliper","height_m","sizeindex","genus_species","variety"
2016-06-27,"fraxinus_pennsylvanica_urbanite","fpu_br","bareroot","advanced",20,167,18.12,18.24,18.18,1.67,30.3606,"fraxinus_pennsylvanica","urbanite"
2016-06-27,"platanus_acerifolia","pa_br","bareroot","regular",1,151.5,17.7,17.95,17.825,1.515,27.004875,"platanus_acerifolia","plain"
2016-06-27,"platanus_acerifolia","pa_br","bareroot","regular",2,166.2,16.44,16.71,16.575,1.662,27.54765,"platanus_acerifolia","plain"
2016-06-27,"platanus_acerifolia","pa_br","bareroot","regular",3,170,16.65,16.5,16.575,1.7,28.1775,"platanus_acerifolia","plain"
2016-06-27,"platanus_acerifolia","pa_br","bareroot","regular",4,173.5,16.93,17.23,17.08,1.735,29.6338,"platanus_acerifolia","plain"
2016-06-27,"platanus_acerifolia","pa_br","bareroot","regular",5,172.4,20.35,19.87,20.11,1.724,34.66964,"platanus_acerifolia","plain"
2016-06-27,"platanus_acerifolia","pa_br","bareroot","regular",6,166.6,16.58,16.23,16.405,1.666,27.33073,"platanus_acerifolia","plain"
2016-06-27,"platanus_acerifolia","pa_br","bareroot","regular",7,150.8,15.82,16.25,16.035,1.508,24.18078,"platanus_acerifolia","plain"
2016-06-27,"platanus_acerifolia","pa_br","bareroot","regular",8,147.6,15.64,15.52,15.58,1.476,22.99608,"platanus_acerifolia","plain"
2016-06-27,"platanus_acerifolia","pa_br","bareroot","regular",9,155.3,15.08,15.22,15.15,1.553,23.52795,"platanus_acerifolia","plain"
2016-06-27,"platanus_acerifolia","pa_br","bareroot","regular",10,157.5,15.22,14.83,15.025,1.575,23.664375,"platanus_acerifolia","plain"
2016-06-27,"platanus_acerifolia","pa_br","bareroot","advanced",11,245,25.31,26.35,25.83,2.45,63.2835,"platanus_acerifolia","plain"
2016-06-27,"platanus_acerifolia","pa_br","bareroot","advanced",12,215.4,22.71,23.28,22.995,2.154,49.53123,"platanus_acerifolia","plain"
2016-06-27,"platanus_acerifolia","pa_br","bareroot","advanced",13,245.4,28.07,27.88,27.975,2.454,68.65065,"platanus_acerifolia","plain"
2016-06-27,"platanus_acerifolia","pa_br","bareroot","advanced",14,232.9,26.32,26.01,26.165,2.329,60.938285,"platanus_acerifolia","plain"
2016-06-27,"platanus_acerifolia","pa_br","bareroot","advanced",15,209.9,23.04,24.74,23.89,2.099,50.14511,"platanus_acerifolia","plain"
2016-06-27,"platanus_acerifolia","pa_br","bareroot","advanced",16,205,26.34,27.68,27.01,2.05,55.3705,"platanus_acerifolia","plain"
2016-06-27,"platanus_acerifolia","pa_br","bareroot","advanced",17,251.5,28.95,29.19,29.07,2.515,73.11105,"platanus_acerifolia","plain"
2016-06-27,"platanus_acerifolia","pa_br","bareroot","advanced",18,203,24.86,25.2,25.03,2.03,50.8109,"platanus_acerifolia","plain"
2016-06-27,"platanus_acerifolia","pa_br","bareroot","advanced",19,221.7,27.76,27.86,27.81,2.217,61.65477,"platanus_acerifolia","plain"
2016-06-27,"platanus_acerifolia","pa_br","bareroot","advanced",20,219.5,26.2,26.77,26.485,2.195,58.134575,"platanus_acerifolia","plain"
2016-06-27,"acer_rubrum_octoberglory","aro_br","bareroot","regular",1,117.9,16.98,17.17,17.075,1.179,20.131425,"acer_rubrum","octoberglory"
2016-06-27,"acer_rubrum_octoberglory","aro_br","bareroot","regular",2,175.8,15.82,16.4,16.11,1.758,28.32138,"acer_rubrum","octoberglory"
2016-06-27,"acer_rubrum_octoberglory","aro_br","bareroot","regular",3,132.6,16.65,16.76,16.705,1.326,22.15083,"acer_rubrum","octoberglory"
2016-06-27,"acer_rubrum_octoberglory","aro_br","bareroot","regular",4,132.9,14.65,14.5,14.575,1.329,19.370175,"acer_rubrum","octoberglory"
2016-06-27,"acer_rubrum_octoberglory","aro_br","bareroot","regular",5,136.2,14.69,15.12,14.905,1.362,20.30061,"acer_rubrum","octoberglory"
2016-06-27,"acer_rubrum_octoberglory","aro_br","bareroot","regular",6,152,13.67,13.59,13.63,1.52,20.7176,"acer_rubrum","octoberglory"
2016-06-27,"acer_rubrum_octoberglory","aro_br","bareroot","regular",7,156.3,16.13,16.21,16.17,1.563,25.27371,"acer_rubrum","octoberglory"
2016-06-27,"acer_rubrum_octoberglory","aro_br","bareroot","regular",8,140.1,13.61,12.94,13.275,1.401,18.598275,"acer_rubrum","octoberglory"
2016-06-27,"acer_rubrum_octoberglory","aro_br","bareroot","regular",9,165.5,13.96,14.02,13.99,1.655,23.15345,"acer_rubrum","octoberglory"
2016-06-27,"acer_rubrum_octoberglory","aro_br","bareroot","regular",10,157,15.24,15.51,15.375,1.57,24.13875,"acer_rubrum","octoberglory"
2016-06-27,"acer_rubrum_octoberglory","aro_br","bareroot","advanced",11,165,22.58,22.01,22.295,1.65,36.78675,"acer_rubrum","octoberglory"
2016-06-27,"acer_rubrum_octoberglory","aro_br","bareroot","advanced",12,198.5,23.89,25.34,24.615,1.985,48.860775,"acer_rubrum","octoberglory"
2016-06-27,"acer_rubrum_octoberglory","aro_br","bareroot","advanced",13,190.4,21.76,23.24,22.5,1.904,42.84,"acer_rubrum","octoberglory"
2016-06-27,"acer_rubrum_octoberglory","aro_br","bareroot","advanced",14,176,20.87,20.55,20.71,1.76,36.4496,"acer_rubrum","octoberglory"
2016-06-27,"acer_rubrum_octoberglory","aro_br","bareroot","advanced",15,179.1,20.67,20.68,20.675,1.791,37.028925,"acer_rubrum","octoberglory"
2016-06-27,"acer_rubrum_octoberglory","aro_br","bareroot","advanced",16,188,22.63,22.04,22.335,1.88,41.9898,"acer_rubrum","octoberglory"
2016-06-27,"acer_rubrum_octoberglory","aro_br","bareroot","advanced",17,187,22.56,22.85,22.705,1.87,42.45835,"acer_rubrum","octoberglory"
2016-06-27,"acer_rubrum_octoberglory","aro_br","bareroot","advanced",18,176.8,22.76,21.29,22.025,1.768,38.9402,"acer_rubrum","octoberglory"
2016-06-27,"acer_rubrum_octoberglory","aro_br","bareroot","advanced",19,155.1,20.3,20.25,20.275,1.551,31.446525,"acer_rubrum","octoberglory"
2016-06-27,"acer_rubrum_octoberglory","aro_br","bareroot","advanced",20,185.5,19.38,18.84,19.11,1.855,35.44905,"acer_rubrum","octoberglory"
2016-06-27,"pyrus_calleryana_capital","pcca_br","bareroot","regular",1,123.5,12.47,12.52,12.495,1.235,15.431325,"pyrus_calleryana","capital"
2016-06-27,"pyrus_calleryana_capital","pcca_br","bareroot","regular",2,112.8,9.59,8.85,9.22,1.128,10.40016,"pyrus_calleryana","capital"
2016-06-27,"pyrus_calleryana_capital","pcca_br","bareroot","regular",3,109.2,9.51,9.44,9.475,1.092,10.3467,"pyrus_calleryana","capital"
2016-06-27,"pyrus_calleryana_capital","pcca_br","bareroot","regular",4,121.4,11.74,11.9,11.82,1.214,14.34948,"pyrus_calleryana","capital"
2016-06-27,"pyrus_calleryana_capital","pcca_br","bareroot","regular",5,118.7,9.9,9.08,9.49,1.187,11.26463,"pyrus_calleryana","capital"
2016-06-27,"pyrus_calleryana_capital","pcca_br","bareroot","regular",6,114.2,12.26,12.27,12.265,1.142,14.00663,"pyrus_calleryana","capital"
2016-06-27,"pyrus_calleryana_capital","pcca_br","bareroot","regular",7,117.5,9.09,9.23,9.16,1.175,10.763,"pyrus_calleryana","capital"
2016-06-27,"pyrus_calleryana_capital","pcca_br","bareroot","regular",8,113.8,10.2,10.78,10.49,1.138,11.93762,"pyrus_calleryana","capital"
2016-06-27,"pyrus_calleryana_capital","pcca_br","bareroot","regular",9,123,10.42,10.84,10.63,1.23,13.0749,"pyrus_calleryana","capital"
2016-06-27,"pyrus_calleryana_capital","pcca_br","bareroot","regular",10,119,8.94,9.2,9.07,1.19,10.7933,"pyrus_calleryana","capital"
2016-06-27,"pyrus_calleryana_capital","pcca_br","bareroot","advanced",11,148,17.04,17.33,17.185,1.48,25.4338,"pyrus_calleryana","capital"
2016-06-27,"pyrus_calleryana_capital","pcca_br","bareroot","advanced",12,132.5,14.84,15.41,15.125,1.325,20.040625,"pyrus_calleryana","capital"
2016-06-27,"pyrus_calleryana_capital","pcca_br","bareroot","advanced",13,145,16.03,15.2,15.615,1.45,22.64175,"pyrus_calleryana","capital"
2016-06-27,"pyrus_calleryana_capital","pcca_br","bareroot","advanced",14,147.4,15.94,17.14,16.54,1.474,24.37996,"pyrus_calleryana","capital"
2016-06-27,"pyrus_calleryana_capital","pcca_br","bareroot","advanced",15,148.1,16.02,17.36,16.69,1.481,24.71789,"pyrus_calleryana","capital"
2016-06-27,"pyrus_calleryana_capital","pcca_br","bareroot","advanced",16,117,14.33,14.57,14.45,1.17,16.9065,"pyrus_calleryana","capital"
2016-06-27,"pyrus_calleryana_capital","pcca_br","bareroot","advanced",17,140.5,14.16,13.6,13.88,1.405,19.5014,"pyrus_calleryana","capital"
2016-06-27,"pyrus_calleryana_capital","pcca_br","bareroot","advanced",18,143.5,16.13,15.87,16,1.435,22.96,"pyrus_calleryana","capital"
2016-06-27,"pyrus_calleryana_capital","pcca_br","bareroot","advanced",19,142,16.14,15.86,16,1.42,22.72,"pyrus_calleryana","capital"
2016-06-27,"pyrus_calleryana_capital","pcca_br","bareroot","advanced",20,130.5,15.74,16.44,16.09,1.305,20.99745,"pyrus_calleryana","capital"
2016-06-27,"pyrus_calleryana_chanticleer","pcc_br","bareroot","regular",1,111.6,14.08,14.06,14.07,1.116,15.70212,"pyrus_calleryana","chanticleer"
2016-06-27,"pyrus_calleryana_chanticleer","pcc_br","bareroot","regular",2,136.6,12.49,13.07,12.78,1.366,17.45748,"pyrus_calleryana","chanticleer"
2016-06-27,"pyrus_calleryana_chanticleer","pcc_br","bareroot","regular",3,121,12.73,13.69,13.21,1.21,15.9841,"pyrus_calleryana","chanticleer"
2016-06-27,"pyrus_calleryana_chanticleer","pcc_br","bareroot","regular",4,119,16.2,16.33,16.265,1.19,19.35535,"pyrus_calleryana","chanticleer"
2016-06-27,"pyrus_calleryana_chanticleer","pcc_br","bareroot","regular",5,109.5,14.18,13.25,13.715,1.095,15.017925,"pyrus_calleryana","chanticleer"
2016-06-27,"pyrus_calleryana_chanticleer","pcc_br","bareroot","regular",6,119.1,13.1,11.81,12.455,1.191,14.833905,"pyrus_calleryana","chanticleer"
2016-06-27,"pyrus_calleryana_chanticleer","pcc_br","bareroot","regular",7,120,10.81,11.12,10.965,1.2,13.158,"pyrus_calleryana","chanticleer"
2016-06-27,"pyrus_calleryana_chanticleer","pcc_br","bareroot","regular",8,130,14.67,15.04,14.855,1.3,19.3115,"pyrus_calleryana","chanticleer"
2016-06-27,"pyrus_calleryana_chanticleer","pcc_br","bareroot","regular",9,130.7,14.13,13.92,14.025,1.307,18.330675,"pyrus_calleryana","chanticleer"
2016-06-27,"pyrus_calleryana_chanticleer","pcc_br","bareroot","regular",10,120.1,13.8,15.36,14.58,1.201,17.51058,"pyrus_calleryana","chanticleer"
2016-06-27,"pyrus_calleryana_chanticleer","pcc_br","bareroot","advanced",11,147,17.15,17.59,17.37,1.47,25.5339,"pyrus_calleryana","chanticleer"
2016-06-27,"pyrus_calleryana_chanticleer","pcc_br","bareroot","advanced",12,153,17.68,18.49,18.085,1.53,27.67005,"pyrus_calleryana","chanticleer"
2016-06-27,"pyrus_calleryana_chanticleer","pcc_br","bareroot","advanced",13,150.1,14.71,15.88,15.295,1.501,22.957795,"pyrus_calleryana","chanticleer"
2016-06-27,"pyrus_calleryana_chanticleer","pcc_br","bareroot","advanced",14,147.4,13.52,15.82,14.67,1.474,21.62358,"pyrus_calleryana","chanticleer"
2016-06-27,"pyrus_calleryana_chanticleer","pcc_br","bareroot","advanced",15,139.5,14.64,15.33,14.985,1.395,20.904075,"pyrus_calleryana","chanticleer"
2016-06-27,"pyrus_calleryana_chanticleer","pcc_br","bareroot","advanced",16,141.9,16.03,15.48,15.755,1.419,22.356345,"pyrus_calleryana","chanticleer"
2016-06-27,"pyrus_calleryana_chanticleer","pcc_br","bareroot","advanced",17,146.2,17.17,17.6,17.385,1.462,25.41687,"pyrus_calleryana","chanticleer"
2016-06-27,"pyrus_calleryana_chanticleer","pcc_br","bareroot","advanced",18,151.1,15.33,17,16.165,1.511,24.425315,"pyrus_calleryana","chanticleer"
2016-06-27,"pyrus_calleryana_chanticleer","pcc_br","bareroot","advanced",19,147.1,16.12,15.68,15.9,1.471,23.3889,"pyrus_calleryana","chanticleer"
2016-06-27,"pyrus_calleryana_chanticleer","pcc_br","bareroot","advanced",20,144,15.87,14.42,15.145,1.44,21.8088,"pyrus_calleryana","chanticleer"
2016-06-27,"acer_rubrum_bowhall","arb_br","bareroot","regular",1,139.7,15.46,15.37,15.415,1.397,21.534755,"acer_rubrum","bowhall"
2016-06-27,"acer_rubrum_bowhall","arb_br","bareroot","regular",2,144.1,16.02,15.85,15.935,1.441,22.962335,"acer_rubrum","bowhall"
2016-06-27,"acer_rubrum_bowhall","arb_br","bareroot","regular",3,133.3,14.71,14.73,14.72,1.333,19.62176,"acer_rubrum","bowhall"
2016-06-27,"acer_rubrum_bowhall","arb_br","bareroot","regular",4,149.1,13.93,13.96,13.945,1.491,20.791995,"acer_rubrum","bowhall"
2016-06-27,"acer_rubrum_bowhall","arb_br","bareroot","regular",5,117.2,16.72,16.74,16.73,1.172,19.60756,"acer_rubrum","bowhall"
2016-06-27,"acer_rubrum_bowhall","arb_br","bareroot","regular",6,145,14.76,14.97,14.865,1.45,21.55425,"acer_rubrum","bowhall"
2016-06-27,"acer_rubrum_bowhall","arb_br","bareroot","regular",7,165.9,16.34,16.32,16.33,1.659,27.09147,"acer_rubrum","bowhall"
2016-06-27,"acer_rubrum_bowhall","arb_br","bareroot","regular",8,146.1,14.11,14.37,14.24,1.461,20.80464,"acer_rubrum","bowhall"
2016-06-27,"acer_rubrum_bowhall","arb_br","bareroot","regular",9,157.4,16.39,16.18,16.285,1.574,25.63259,"acer_rubrum","bowhall"
2016-06-27,"acer_rubrum_bowhall","arb_br","bareroot","regular",10,143.8,15.49,15.73,15.61,1.438,22.44718,"acer_rubrum","bowhall"
2016-06-27,"acer_rubrum_bowhall","arb_br","bareroot","advanced",11,177.8,17.8,17.66,17.73,1.778,31.52394,"acer_rubrum","bowhall"
2016-06-27,"acer_rubrum_bowhall","arb_br","bareroot","advanced",12,196.8,20.96,20.22,20.59,1.968,40.52112,"acer_rubrum","bowhall"
2016-06-27,"acer_rubrum_bowhall","arb_br","bareroot","advanced",13,162.2,17.54,18.45,17.995,1.622,29.18789,"acer_rubrum","bowhall"
2016-06-27,"acer_rubrum_bowhall","arb_br","bareroot","advanced",14,189.4,17.97,18.23,18.1,1.894,34.2814,"acer_rubrum","bowhall"
2016-06-27,"acer_rubrum_bowhall","arb_br","bareroot","advanced",15,164,17.3,17.27,17.285,1.64,28.3474,"acer_rubrum","bowhall"
2016-06-27,"acer_rubrum_bowhall","arb_br","bareroot","advanced",16,185.9,18.92,19.14,19.03,1.859,35.37677,"acer_rubrum","bowhall"
2016-06-27,"acer_rubrum_bowhall","arb_br","bareroot","advanced",17,176,16.03,16.53,16.28,1.76,28.6528,"acer_rubrum","bowhall"
2016-06-27,"acer_rubrum_bowhall","arb_br","bareroot","advanced",18,189.1,19.19,18.87,19.03,1.891,35.98573,"acer_rubrum","bowhall"
2016-06-27,"acer_rubrum_bowhall","arb_br","bareroot","advanced",19,186.3,17.44,17.86,17.65,1.863,32.88195,"acer_rubrum","bowhall"
2016-06-27,"acer_rubrum_bowhall","arb_br","bareroot","advanced",20,186.6,18.61,18.44,18.525,1.866,34.56765,"acer_rubrum","bowhall"
2016-06-27,"fraxinus_pennsylvanica_cimmaron","fpc_br","bareroot","regular",1,152.3,12.29,12.11,12.2,1.523,18.5806,"fraxinus_pennsylvanica","cimmaron"
2016-06-27,"fraxinus_pennsylvanica_cimmaron","fpc_br","bareroot","regular",2,151.6,12.5,12.7,12.6,1.516,19.1016,"fraxinus_pennsylvanica","cimmaron"
2016-06-27,"fraxinus_pennsylvanica_cimmaron","fpc_br","bareroot","regular",3,153.9,12.94,12.16,12.55,1.539,19.31445,"fraxinus_pennsylvanica","cimmaron"
2016-06-27,"fraxinus_pennsylvanica_cimmaron","fpc_br","bareroot","regular",4,150.9,12.89,12.86,12.875,1.509,19.428375,"fraxinus_pennsylvanica","cimmaron"
2016-06-27,"fraxinus_pennsylvanica_cimmaron","fpc_br","bareroot","regular",5,164.4,16.71,14.86,15.785,1.644,25.95054,"fraxinus_pennsylvanica","cimmaron"
2016-06-27,"fraxinus_pennsylvanica_cimmaron","fpc_br","bareroot","regular",6,158.5,14.6,14.87,14.735,1.585,23.354975,"fraxinus_pennsylvanica","cimmaron"
2016-06-27,"fraxinus_pennsylvanica_cimmaron","fpc_br","bareroot","regular",7,152.1,12.21,15.56,13.885,1.521,21.119085,"fraxinus_pennsylvanica","cimmaron"
2016-06-27,"fraxinus_pennsylvanica_cimmaron","fpc_br","bareroot","regular",8,155,12.4,13.26,12.83,1.55,19.8865,"fraxinus_pennsylvanica","cimmaron"
2016-06-27,"fraxinus_pennsylvanica_cimmaron","fpc_br","bareroot","regular",9,158.5,13.34,13.44,13.39,1.585,21.22315,"fraxinus_pennsylvanica","cimmaron"
2016-06-27,"fraxinus_pennsylvanica_cimmaron","fpc_br","bareroot","regular",10,144.1,12.02,12.63,12.325,1.441,17.760325,"fraxinus_pennsylvanica","cimmaron"
2016-06-27,"fraxinus_pennsylvanica_cimmaron","fpc_br","bareroot","advanced",11,203.5,19.29,20.27,19.78,2.035,40.2523,"fraxinus_pennsylvanica","cimmaron"
2016-06-27,"fraxinus_pennsylvanica_cimmaron","fpc_br","bareroot","advanced",12,203.1,20.7,19.82,20.26,2.031,41.14806,"fraxinus_pennsylvanica","cimmaron"
2016-06-27,"fraxinus_pennsylvanica_cimmaron","fpc_br","bareroot","advanced",13,177.3,17.38,16.84,17.11,1.773,30.33603,"fraxinus_pennsylvanica","cimmaron"
2016-06-27,"fraxinus_pennsylvanica_cimmaron","fpc_br","bareroot","advanced",14,193.1,16.5,17.4,16.95,1.931,32.73045,"fraxinus_pennsylvanica","cimmaron"
2016-06-27,"fraxinus_pennsylvanica_cimmaron","fpc_br","bareroot","advanced",15,184.9,16.81,17.39,17.1,1.849,31.6179,"fraxinus_pennsylvanica","cimmaron"
2016-06-27,"fraxinus_pennsylvanica_cimmaron","fpc_br","bareroot","advanced",16,179.9,14.51,14.89,14.7,1.799,26.4453,"fraxinus_pennsylvanica","cimmaron"
2016-06-27,"fraxinus_pennsylvanica_cimmaron","fpc_br","bareroot","advanced",17,186.5,16.08,16.06,16.07,1.865,29.97055,"fraxinus_pennsylvanica","cimmaron"
2016-06-27,"fraxinus_pennsylvanica_cimmaron","fpc_br","bareroot","advanced",18,205.6,17.14,17.42,17.28,2.056,35.52768,"fraxinus_pennsylvanica","cimmaron"
2016-06-27,"fraxinus_pennsylvanica_cimmaron","fpc_br","bareroot","advanced",19,171.8,16.46,15.28,15.87,1.718,27.26466,"fraxinus_pennsylvanica","cimmaron"
2016-06-27,"fraxinus_pennsylvanica_cimmaron","fpc_br","bareroot","advanced",20,220.5,19.53,19.86,19.695,2.205,43.427475,"fraxinus_pennsylvanica","cimmaron"
2016-06-27,"platanus_acerifolia_liberty","pal_br","bareroot","regular",1,161,13.71,13.5,13.605,1.61,21.90405,"platanus_acerifolia","liberty"
2016-06-27,"platanus_acerifolia_liberty","pal_br","bareroot","regular",2,187.2,17.43,17.15,17.29,1.872,32.36688,"platanus_acerifolia","liberty"
2016-06-27,"platanus_acerifolia_liberty","pal_br","bareroot","regular",3,161,15.68,14.84,15.26,1.61,24.5686,"platanus_acerifolia","liberty"
2016-06-27,"platanus_acerifolia_liberty","pal_br","bareroot","regular",4,183,14.35,14.43,14.39,1.83,26.3337,"platanus_acerifolia","liberty"
2016-06-27,"platanus_acerifolia_liberty","pal_br","bareroot","regular",5,186.1,16.08,16.23,16.155,1.861,30.064455,"platanus_acerifolia","liberty"
2016-06-27,"platanus_acerifolia_liberty","pal_br","bareroot","regular",6,185,15.28,14.91,15.095,1.85,27.92575,"platanus_acerifolia","liberty"
2016-06-27,"platanus_acerifolia_liberty","pal_br","bareroot","regular",7,174.9,15.15,14.92,15.035,1.749,26.296215,"platanus_acerifolia","liberty"
2016-06-27,"platanus_acerifolia_liberty","pal_br","bareroot","regular",8,198.6,16.66,16.93,16.795,1.986,33.35487,"platanus_acerifolia","liberty"
2016-06-27,"platanus_acerifolia_liberty","pal_br","bareroot","regular",9,176.5,13.66,14.12,13.89,1.765,24.51585,"platanus_acerifolia","liberty"
2016-06-27,"platanus_acerifolia_liberty","pal_br","bareroot","regular",10,181,16.42,16,16.21,1.81,29.3401,"platanus_acerifolia","liberty"
2016-06-27,"platanus_acerifolia_liberty","pal_br","bareroot","advanced",11,237.4,22.02,21.89,21.955,2.374,52.12117,"platanus_acerifolia","liberty"
2016-06-27,"platanus_acerifolia_liberty","pal_br","bareroot","advanced",12,258.6,22.75,22.58,22.665,2.586,58.61169,"platanus_acerifolia","liberty"
2016-06-27,"platanus_acerifolia_liberty","pal_br","bareroot","advanced",13,235,23.68,24.41,24.045,2.35,56.50575,"platanus_acerifolia","liberty"
2016-06-27,"platanus_acerifolia_liberty","pal_br","bareroot","advanced",14,252,21.67,21.97,21.82,2.52,54.9864,"platanus_acerifolia","liberty"
2016-06-27,"platanus_acerifolia_liberty","pal_br","bareroot","advanced",15,239.6,21.98,21.39,21.685,2.396,51.95726,"platanus_acerifolia","liberty"
2016-06-27,"platanus_acerifolia_liberty","pal_br","bareroot","advanced",16,222.2,21.41,21.23,21.32,2.222,47.37304,"platanus_acerifolia","liberty"
2016-06-27,"platanus_acerifolia_liberty","pal_br","bareroot","advanced",17,241.9,20.78,21.16,20.97,2.419,50.72643,"platanus_acerifolia","liberty"
2016-06-27,"platanus_acerifolia_liberty","pal_br","bareroot","advanced",18,246.5,21.33,21.08,21.205,2.465,52.270325,"platanus_acerifolia","liberty"
2016-06-27,"platanus_acerifolia_liberty","pal_br","bareroot","advanced",19,240.9,21.29,22.2,21.745,2.409,52.383705,"platanus_acerifolia","liberty"
2016-06-27,"platanus_acerifolia_liberty","pal_br","bareroot","advanced",20,242,22.42,22.63,22.525,2.42,54.5105,"platanus_acerifolia","liberty"
2016-08-04,"fraxinus_pennsylvanica_urbanite","fpu_br","bareroot","regular",1,121.5,10.71,10.49,10.6,1.215,12.879,"fraxinus_pennsylvanica","urbanite"
2016-08-04,"fraxinus_pennsylvanica_urbanite","fpu_br","bareroot","regular",2,117.5,12.9,12.69,12.795,1.175,15.034125,"fraxinus_pennsylvanica","urbanite"
2016-08-04,"fraxinus_pennsylvanica_urbanite","fpu_br","bareroot","regular",3,118.5,10.35,9.82,10.085,1.185,11.950725,"fraxinus_pennsylvanica","urbanite"
2016-08-04,"fraxinus_pennsylvanica_urbanite","fpu_br","bareroot","regular",4,112.5,10.71,10.59,10.65,1.125,11.98125,"fraxinus_pennsylvanica","urbanite"
2016-08-04,"fraxinus_pennsylvanica_urbanite","fpu_br","bareroot","regular",5,113,11.4,11.29,11.345,1.13,12.81985,"fraxinus_pennsylvanica","urbanite"
2016-08-04,"fraxinus_pennsylvanica_urbanite","fpu_br","bareroot","regular",6,103.5,13.58,13.06,13.32,1.035,13.7862,"fraxinus_pennsylvanica","urbanite"
2016-08-04,"fraxinus_pennsylvanica_urbanite","fpu_br","bareroot","regular",7,93.5,12.94,12.55,12.745,0.935,11.916575,"fraxinus_pennsylvanica","urbanite"
2016-08-04,"fraxinus_pennsylvanica_urbanite","fpu_br","bareroot","regular",8,109.5,12.45,12.27,12.36,1.095,13.5342,"fraxinus_pennsylvanica","urbanite"
2016-08-04,"fraxinus_pennsylvanica_urbanite","fpu_br","bareroot","regular",9,108.5,11.26,11.45,11.355,1.085,12.320175,"fraxinus_pennsylvanica","urbanite"
2016-08-04,"fraxinus_pennsylvanica_urbanite","fpu_br","bareroot","regular",10,108,13.28,13.33,13.305,1.08,14.3694,"fraxinus_pennsylvanica","urbanite"
2016-08-04,"fraxinus_pennsylvanica_urbanite","fpu_br","bareroot","advanced",11,165.5,19.22,18.86,19.04,1.655,31.5112,"fraxinus_pennsylvanica","urbanite"
