"species","nursery","volume","sla_tree.mean","sla_tree.se","climate_region","genus_species","variety","origin","leaf_type"
"ficus_microcarpa_hilliiflash","benara",90,59.138965637451,2.83095632657523,"Western Australia","ficus_microcarpa","hilliiflash","native","evergreen"
"ficus_microcarpa_hilliiflash","trees impact",600,76.420005131417,3.238739546343,"New South Wales","ficus_microcarpa","hilliiflash","native","evergreen"
"ficus_microcarpa_hilliiflash","speciality",50,78.8400107265244,0.880617870234804,"Victoria","ficus_microcarpa","hilliiflash","native","evergreen"
"ficus_microcarpa_hilliiflash","mangrove mountain",200,68.5843448784077,2.09842665563103,"New South Wales","ficus_microcarpa","hilliiflash","native","evergreen"
"ficus_microcarpa_hilliiflash","mangrove mountain",100,93.7015907609691,2.84767808388653,"New South Wales","ficus_microcarpa","hilliiflash","native","evergreen"
"ficus_microcarpa_hilliiflash","logans",100,85.6041099348061,4.89768455886623,"Queensland","ficus_microcarpa","hilliiflash","native","evergreen"
"ficus_microcarpa_hilliiflash","benara",30,63.6059293539034,1.05539932292338,"Western Australia","ficus_microcarpa","hilliiflash","native","evergreen"
"ficus_microcarpa_hilliiflash","speciality",35,78.1911205278941,2.09256806892474,"Victoria","ficus_microcarpa","hilliiflash","native","evergreen"
"ficus_obliqua","plants direct",45,79.7644251342703,3.30747083232297,"Queensland","ficus_obliqua",NA,"native","evergreen"
"ficus_rubiginosa","mangrove mountain",1500,61.0550500076971,1.90758475777559,"New South Wales","ficus_rubiginosa",NA,"native","evergreen"
"ficus_rubiginosa","mangrove mountain",750,62.6607863874711,2.7101126233948,"New South Wales","ficus_rubiginosa",NA,"native","evergreen"
"ficus_rubiginosa","darwin plant wholesalers",45,87.6042830086604,3.73131216162206,"Northern Territory","ficus_rubiginosa",NA,"native","evergreen"
"ficus_rubiginosa","mangrove mountain",2000,59.5346084951262,1.61520374492668,"New South Wales","ficus_rubiginosa",NA,"native","evergreen"
"flindersia_australis","ibrox",45,69.6571128205899,2.65231462294434,"Queensland","flindersia_australis",NA,"native","evergreen"
"flindersia_schottiana","greenstock",27,79.7781747180414,3.984855936164,"Queensland","flindersia_schottiana",NA,"native","evergreen"
"flindersia_schottiana","greenstock",52,87.2436701467707,4.52196730190049,"Queensland","flindersia_schottiana",NA,"native","evergreen"
"flindersia_schottiana","ibrox",45,83.7165887374573,3.61495164247481,"Queensland","flindersia_schottiana",NA,"native","evergreen"
"fraxinus_pennsylvanica_cimmaron","freshford",40,245.602949337484,11.2515985902788,"South Australia","fraxinus_pennsylvanica","cimmaron","non-native","deciduous"
"fraxinus_pennsylvanica_cimmaron","freshford",100,207.322782738782,9.84344824164203,"South Australia","fraxinus_pennsylvanica","cimmaron","non-native","deciduous"
"fraxinus_pennsylvanica_cimmaron","freshford",20,254.609094886819,10.0636238976517,"South Australia","fraxinus_pennsylvanica","cimmaron","non-native","deciduous"
"fraxinus_raywoodii","cleveland",35,199.854375600893,5.68346589345724,"South Australia","fraxinus_raywoodii",NA,"native","deciduous"
"ganophyllum_falcatum","darwin plant wholesalers",100,132.71866714138,9.88628350257036,"Northern Territory","ganophyllum_falcatum",NA,"native","evergreen"
"geijera_parviflora","heynes",27,43.6515068115802,2.55219282051776,"South Australia","geijera_parviflora",NA,"native","evergreen"
"geijera_parviflora","mt william",45,58.6945149952601,3.43916415863007,"Victoria","geijera_parviflora",NA,"native","evergreen"
"geijera_parviflora","mt william",65,52.4840765244861,1.3884654365168,"Victoria","geijera_parviflora",NA,"native","evergreen"
"geijera_parviflora","mt william",18,60.8381363630188,2.39713913840562,"Victoria","geijera_parviflora",NA,"native","evergreen"
"glochidion_sumatranum","plants direct",45,98.0830379676763,3.67115827665742,"Queensland","glochidion_sumatranum",NA,"native","evergreen"
"harpullia_pendula","ibrox",45,124.864297847028,7.00268384676171,"Queensland","harpullia_pendula",NA,"native","evergreen"
"harpullia_pendula","plants direct",45,118.189652133177,4.30281476316891,"Queensland","harpullia_pendula",NA,"native","evergreen"
"hibiscus_tiliaceus_rubra","benara",500,73.9089458407365,0.76971601577801,"Western Australia","hibiscus_tiliaceus","rubra","native","evergreen"
"hibiscus_tiliaceus_rubra","ellenby tree farm",75,76.5181963788951,1.18101494483697,"Western Australia","hibiscus_tiliaceus","rubra","native","evergreen"
"hibiscus_tiliaceus_rubra","benara",90,69.5612565193129,0.942746423168919,"Western Australia","hibiscus_tiliaceus","rubra","native","evergreen"
"hibiscus_tiliaceus_rubra","plants direct",45,82.591477241137,2.01344090239903,"Queensland","hibiscus_tiliaceus","rubra","native","evergreen"
"hibiscus_tiliaceus_rubra","darwin plant wholesalers",100,115.306777084362,3.48112888035173,"Northern Territory","hibiscus_tiliaceus","rubra","native","evergreen"
"horsfieldia_australiana","darwin plant wholesalers",100,128.223512534363,12.2270906039786,"Northern Territory","horsfieldia_australiana",NA,"native","evergreen"
"jacaranda_mimosifolia","andreasens",400,113.980681818182,42.4924663299663,"New South Wales","jacaranda_mimosifolia",NA,"non-native","deciduous"
"lagerstroemia_indica_natchez","andreasens",200,113.841786896814,5.30806113763671,"New South Wales","lagerstroemia_indica","natchez","non-native","deciduous"
"lagerstroemia_indica_natchez","andreasens",400,102.36993521368,3.2093575294444,"New South Wales","lagerstroemia_indica","natchez","non-native","deciduous"
"lagerstroemia_indica_natchez","plants direct",45,91.6359282407615,3.01112438966031,"Queensland","lagerstroemia_indica","natchez","non-native","deciduous"
"lagerstroemia_indica_natchez","adelaide tree farm",45,158.475563983012,5.10837485132928,"South Australia","lagerstroemia_indica","natchez","non-native","deciduous"
"lagerstroemia_indica_sioux","adelaide tree farm",14,226.547013276831,44.6315282596283,"South Australia","lagerstroemia_indica","sioux","non-native","deciduous"
"lagerstroemia_indica_tuscarora","trees impact",350,118.865241036581,4.7740326021859,"New South Wales","lagerstroemia_indica","tuscarora","non-native","deciduous"
"lagerstroemia_indica_tuscarora","adelaide tree farm",45,157.209457795104,5.18577965618786,"South Australia","lagerstroemia_indica","tuscarora","non-native","deciduous"
"lagerstroemia_indica_zuni","adelaide tree farm",14,134.09208787007,3.81461619955857,"South Australia","lagerstroemia_indica","zuni","non-native","deciduous"
"liquidambar_styraciflua","heynes",27,154.15641386991,6.19331814160711,"South Australia","liquidambar_styraciflua",NA,"non-native","deciduous"
"liquidambar_styraciflua","plants direct",45,80.9376839219076,3.83626576838586,"Queensland","liquidambar_styraciflua",NA,"non-native","deciduous"
"liquidambar_styraciflua","trees impact",600,201.067633494677,3.84276113315383,"New South Wales","liquidambar_styraciflua",NA,"non-native","deciduous"
"liquidambar_styraciflua","plants direct",100,124.432851840143,4.92910224670674,"Queensland","liquidambar_styraciflua",NA,"non-native","deciduous"
"lophostemon_confertus","flemings",100,76.1741988366191,2.87214371189887,"Victoria","lophostemon_confertus",NA,"native","evergreen"
"lophostemon_confertus","speciality",50,49.5849954104168,0.879522604183975,"Victoria","lophostemon_confertus",NA,"native","evergreen"
"lophostemon_confertus","speciality",100,64.0543164115071,1.37824469897417,"Victoria","lophostemon_confertus",NA,"native","evergreen"
"lophostemon_confertus","greenstock",52,88.8755162744893,4.11599445299438,"Queensland","lophostemon_confertus",NA,"native","evergreen"
"lophostemon_confertus","andreasens",45,69.4915596090257,2.53088209210547,"New South Wales","lophostemon_confertus",NA,"native","evergreen"
"lophostemon_confertus","speciality",35,64.6059433738431,1.50702034495769,"Victoria","lophostemon_confertus",NA,"native","evergreen"
"lophostemon_confertus","established tree transplanters",100,70.8869262072295,5.26210775428673,"Victoria","lophostemon_confertus",NA,"native","evergreen"
"lophostemon_confertus","mt william",45,65.0692306115177,1.38787671369346,"Victoria","lophostemon_confertus",NA,"native","evergreen"
"lophostemon_confertus","established tree transplanters",200,79.1863736496659,2.98833448389971,"Victoria","lophostemon_confertus",NA,"native","evergreen"
"lophostemon_confertus","mangrove mountain",200,66.1976469789771,1.36224012082493,"New South Wales","lophostemon_confertus",NA,"native","evergreen"
"lophostemon_confertus","trees impact",800,77.3156764360036,4.32994821878564,"New South Wales","lophostemon_confertus",NA,"native","evergreen"
"lophostemon_confertus","mangrove mountain",75,79.6311024012196,3.41403841646124,"New South Wales","lophostemon_confertus",NA,"native","evergreen"
"lophostemon_confertus","flemings",45,66.1412656423138,1.71842590624972,"Victoria","lophostemon_confertus",NA,"native","evergreen"
"lophostemon_suaveolens","greenstock",27,104.215102832689,5.19498364265364,"Queensland","lophostemon_suaveolens",NA,"native","evergreen"
"magnolia_grandiflora","adelaide advanced",18,43.626782418159,1.07389724185519,"South Australia","magnolia_grandiflora",NA,"non-native","evergreen"
"magnolia_grandiflora_greenback","flemings",300,50.0625556168648,0.822200264630575,"Victoria","magnolia_grandiflora","greenback","non-native","evergreen"
"magnolia_grandiflora_littlegem","freshford",200,54.9992457225975,0.99879880498962,"South Australia","magnolia_grandiflora","littlegem","non-native","evergreen"
"magnolia_grandiflora_littlegem","speciality",35,59.0910885796013,0.851239005647521,"Victoria","magnolia_grandiflora","littlegem","non-native","evergreen"
"magnolia_grandiflora_littlegem","speciality",15,58.8081845041144,3.50858274259361,"Victoria","magnolia_grandiflora","littlegem","non-native","evergreen"
"magnolia_grandiflora_littlegem","plants direct",100,61.2933202361334,2.34685698431662,"Queensland","magnolia_grandiflora","littlegem","non-native","evergreen"
"magnolia_grandiflora_littlegem","freshford",100,52.7330165581004,0.977593283801473,"South Australia","magnolia_grandiflora","littlegem","non-native","evergreen"
"magnolia_grandiflora_littlegem","speciality",150,53.9008826328159,1.7337556573513,"Victoria","magnolia_grandiflora","littlegem","non-native","evergreen"
"magnolia_grandiflora_littlegem","speciality",100,61.3686272408861,2.72535354661214,"Victoria","magnolia_grandiflora","littlegem","non-native","evergreen"
"magnolia_grandiflora_littlegem","logans",100,63.5473862927141,0.756762855601946,"Queensland","magnolia_grandiflora","littlegem","non-native","evergreen"
"magnolia_grandiflora_littlegem","arborwest",45,43.0400340488601,1.00233496641326,"Western Australia","magnolia_grandiflora","littlegem","non-native","evergreen"
"magnolia_grandiflora_littlegem","andreasens",100,60.8742720940429,1.02188199998272,"New South Wales","magnolia_grandiflora","littlegem","non-native","evergreen"
"magnolia_grandiflora_littlegem","andreasens",75,59.4444621601281,1.94819269553115,"New South Wales","magnolia_grandiflora","littlegem","non-native","evergreen"
"magnolia_grandiflora_littlegem","ellenby tree farm",300,57.55574020311,1.4560417758718,"Western Australia","magnolia_grandiflora","littlegem","non-native","evergreen"
"magnolia_grandiflora_littlegem","ellenby tree farm",35,38.1951902028129,0.501123094093098,"Western Australia","magnolia_grandiflora","littlegem","non-native","evergreen"
"magnolia_grandiflora_littlegem","speciality",50,57.3739537445479,0.627769787944861,"Victoria","magnolia_grandiflora","littlegem","non-native","evergreen"
"magnolia_grandiflora_littlegem","ellenby tree farm",500,50.6587933390768,3.14148997924596,"Western Australia","magnolia_grandiflora","littlegem","non-native","evergreen"
"magnolia_grandiflora_littlegem","ellenby tree farm",150,47.9788898120457,1.29705945837256,"Western Australia","magnolia_grandiflora","littlegem","non-native","evergreen"
"magnolia_grandiflora_littlegem","andreasens",14,60.2372945953338,1.07792958789535,"New South Wales","magnolia_grandiflora","littlegem","non-native","evergreen"
"magnolia_grandiflora_littlegem","ellenby tree farm",75,49.3572848823214,11.5363244085593,"Western Australia","magnolia_grandiflora","littlegem","non-native","evergreen"
"magnolia_grandiflora_littlegem","arborwest",200,41.3486507808758,0.672081416519945,"Western Australia","magnolia_grandiflora","littlegem","non-native","evergreen"
"magnolia_grandiflora_littlegem","mangrove mountain",200,57.5236240450241,1.00776611439353,"New South Wales","magnolia_grandiflora","littlegem","non-native","evergreen"
"magnolia_grandiflora_littlegem","logans",45,57.4756374349268,2.60427752473066,"Queensland","magnolia_grandiflora","littlegem","non-native","evergreen"
"magnolia_grandiflora_littlegem","arborwest",100,41.5822089847036,1.16069150134529,"Western Australia","magnolia_grandiflora","littlegem","non-native","evergreen"
"malus_transitoria_royalraindrops","cleveland",45,130.728316460103,1.99744136946079,"South Australia","malus_transitoria","royalraindrops","non-native","deciduous"
"melaleuca_leucadendra_fineleaf","pallara",45,47.6180022119357,1.23724925615444,"Queensland","melaleuca_leucadendra","fineleaf","native","evergreen"
"melaleuca_quinquenervia","plants direct",45,79.524606610225,3.51731618542137,"Queensland","melaleuca_quinquenervia",NA,"native","evergreen"
"melaleuca_quinquenervia","pallara",45,51.0663573626809,1.78475338931896,"Queensland","melaleuca_quinquenervia",NA,"native","evergreen"
"melaleuca_quinquenervia","pallara",100,58.3265313851631,3.10230327555477,"Queensland","melaleuca_quinquenervia",NA,"native","evergreen"
"melaleuca_quinquenervia","ibrox",45,71.0716493220298,4.72752537127925,"Queensland","melaleuca_quinquenervia",NA,"native","evergreen"
"melaleuca_quinquenervia","greenstock",52,50.4632648799948,1.43112081399986,"Queensland","melaleuca_quinquenervia",NA,"native","evergreen"
"melaleuca_quinquenervia","greenstock",100,54.505276644402,3.9769829078696,"Queensland","melaleuca_quinquenervia",NA,"native","evergreen"
"melia_azedarach","plants direct",45,133.542425796136,4.49216880883272,"Queensland","melia_azedarach",NA,"native","deciduous"
"mimusops_elengi","darwin plant wholesalers",500,95.6813856623517,6.35510227097727,"Northern Territory","mimusops_elengi",NA,"non-native","evergreen"
"mimusops_elengi","darwin plant wholesalers",20,80.1176249828282,3.36189770160344,"Northern Territory","mimusops_elengi",NA,"non-native","evergreen"
"mimusops_elengi","darwin plant wholesalers",45,97.9430506649159,2.49144070859988,"Northern Territory","mimusops_elengi",NA,"non-native","evergreen"
"olea_europaea","benara",30,30.5799451122836,1.84991399676399,"Western Australia","olea_europaea",NA,"non-native","evergreen"
"olea_europaea","speciality",50,33.4800180081173,0.618414247128871,"Victoria","olea_europaea",NA,"non-native","evergreen"
"olea_europaea_manzanillo","benara",90,29.617960912621,1.78508102995233,"Western Australia","olea_europaea","manzanillo","non-native","evergreen"
"olea_europaea_mission","arborwest",45,25.3011274970872,0.956742237616146,"Western Australia","olea_europaea","mission","non-native","evergreen"
"olea_europaea_mission","arborwest",100,22.4716962140982,0.853475965124285,"Western Australia","olea_europaea","mission","non-native","evergreen"
"olea_europaea_newnoricamission","flemings",45,52.7137155187612,1.26339560946643,"Victoria","olea_europaea","newnoricamission","non-native","evergreen"
"olea_europaea_swanhill","flemings",45,39.2345885912747,0.808896753035724,"Victoria","olea_europaea","swanhill","non-native","evergreen"
"olea_europaea_tolleysupright","arborwest",100,24.0540317525612,0.629488594721197,"Western Australia","olea_europaea","tolleysupright","non-native","evergreen"
"olea_europaea_tolleysupright","arborwest",200,25.7979088812422,1.1535577413461,"Western Australia","olea_europaea","tolleysupright","non-native","evergreen"
"olea_europaea_tolleysupright","arborwest",45,27.1592387081518,1.24074511871111,"Western Australia","olea_europaea","tolleysupright","non-native","evergreen"
"olea_europaea_tolleysupright","flemings",45,55.9178851363062,3.33932622367265,"Victoria","olea_europaea","tolleysupright","non-native","evergreen"
"prunus_cerasifera_nigra","manor",35,206.325189301749,6.69230752024576,"South Australia","prunus_cerasifera","nigra","non-native","deciduous"
"pyrus_calleryana_capital","manor",35,177.455702441077,8.39628927835297,"South Australia","pyrus_calleryana","capital","non-native","deciduous"
"pyrus_calleryana_chanticleer","trees impact",800,121.94877468154,5.58749271221673,"New South Wales","pyrus_calleryana","chanticleer","non-native","deciduous"
"pyrus_calleryana_chanticleer","trees impact",500,130.964774613552,5.45286026379155,"New South Wales","pyrus_calleryana","chanticleer","non-native","deciduous"
"pyrus_calleryana_chanticleer","andreasens",400,110.214453674498,4.33083341766022,"New South Wales","pyrus_calleryana","chanticleer","non-native","deciduous"
"pyrus_calleryana_chanticleer","andreasens",200,96.868643486784,3.81076503285338,"New South Wales","pyrus_calleryana","chanticleer","non-native","deciduous"
"pyrus_calleryana_clevelandselect","freshford",40,139.434601505094,11.7887763510299,"South Australia","pyrus_calleryana","clevelandselect","non-native","deciduous"
"pyrus_calleryana_clevelandselect","freshford",20,147.021663159556,6.61958258751418,"South Australia","pyrus_calleryana","clevelandselect","non-native","deciduous"
"quercus_palustris","heynes",45,123.486200541631,1.81088087540415,"South Australia","quercus_palustris",NA,"non-native","deciduous"
"quercus_palustris","heynes",27,139.474942707078,3.81709587762009,"South Australia","quercus_palustris",NA,"non-native","deciduous"
"quercus_virginiana ","trees impact",600,66.2272076985065,1.33857363553252,"New South Wales","quercus_virginiana ",NA,"non-native","evergreen"
"randia_fitzalanii","ibrox",45,66.0199442971715,3.08206381072996,"Queensland","randia_fitzalanii",NA,"native","evergreen"
"randia_fitzalanii","plants direct",45,58.7723154352445,1.35337615958196,"Queensland","randia_fitzalanii",NA,"native","evergreen"
"syzygium_armstrongii","darwin plant wholesalers",45,153.296435881707,12.8639071726341,"Northern Territory","syzygium_armstrongii",NA,"native","evergreen"
"syzygium_armstrongii","darwin plant wholesalers",100,119.654391290649,7.63850543124478,"Northern Territory","syzygium_armstrongii",NA,"native","evergreen"
"syzygium_australe_bigred","darwin plant wholesalers",30,119.503927368927,7.04859632996747,"Northern Territory","syzygium_australe","bigred","native","evergreen"
"syzygium_cunninghamiana","darwin plant wholesalers",20,74.2097462845839,2.76650501977386,"Northern Territory","syzygium_cunninghamiana",NA,"native","evergreen"
"syzygium_tierneyanum","greenstock",200,126.056595583146,6.86228323665247,"Queensland","syzygium_tierneyanum",NA,"native","evergreen"
"terminalia_microcarpa","darwin plant wholesalers",20,154.65770547645,10.1953792984115,"Northern Territory","terminalia_microcarpa",NA,"native","deciduous"
"tipuana_tipu","benara",200,88.11512895707,3.03018965140418,"Western Australia","tipuana_tipu",NA,"non-native","deciduous"
"tristaniopsis_laurina","speciality",50,58.0086998238846,1.08940787781298,"Victoria","tristaniopsis_laurina",NA,"native","evergreen"
"tristaniopsis_laurina_luscious","benara",200,54.7751974273369,2.20679094326666,"Western Australia","tristaniopsis_laurina","luscious","native","evergreen"
"tristaniopsis_laurina_luscious","benara",90,47.3855453861092,1.80057580700815,"Western Australia","tristaniopsis_laurina","luscious","native","evergreen"
"tristaniopsis_laurina_luscious","established tree transplanters",75,66.778109593741,0.796942064437664,"Victoria","tristaniopsis_laurina","luscious","native","evergreen"
"tristaniopsis_laurina_luscious","benara",30,52.226521093909,2.33285553968279,"Western Australia","tristaniopsis_laurina","luscious","native","evergreen"
"tristaniopsis_laurina_luscious","speciality",100,69.4164056485385,1.68415189389329,"Victoria","tristaniopsis_laurina","luscious","native","evergreen"
"tristaniopsis_laurina_luscious","andreasens",75,69.4624420476898,1.89892539293895,"New South Wales","tristaniopsis_laurina","luscious","native","evergreen"
"tristaniopsis_laurina_luscious","mangrove mountain",400,65.4148297183187,1.11352233993393,"New South Wales","tristaniopsis_laurina","luscious","native","evergreen"
"tristaniopsis_laurina_luscious","greenstock",52,69.9267775847927,1.92981430666577,"Queensland","tristaniopsis_laurina","luscious","native","evergreen"
"tristaniopsis_laurina_luscious","speciality",300,58.5319126724764,1.28689633260711,"Victoria","tristaniopsis_laurina","luscious","native","evergreen"
"tristaniopsis_laurina_luscious","greenstock",27,75.9832422091081,1.94065427063789,"Queensland","tristaniopsis_laurina","luscious","native","evergreen"
"ulmus_parvifolia","cleveland",75,164.45457774282,10.4760898953533,"South Australia","ulmus_parvifolia",NA,"non-native","deciduous"
"ulmus_parvifolia_todd","andreasens",400,61.6987319752839,2.84228833185251,"New South Wales","ulmus_parvifolia","todd","non-native","deciduous"
"ulmus_parvifolia_todd","freshford",200,196.6042827945,11.1826073707491,"South Australia","ulmus_parvifolia","todd","non-native","deciduous"
"ulmus_parvifolia_todd","andreasens",200,79.7194361608177,6.05631102220115,"New South Wales","ulmus_parvifolia","todd","non-native","deciduous"
"ulmus_parvifolia_todd","freshford",150,208.633186943704,16.2761514226546,"South Australia","ulmus_parvifolia","todd","non-native","deciduous"
"ulmus_parvifolia_todd","andreasens",75,68.5755025530026,3.79865887781331,"New South Wales","ulmus_parvifolia","todd","non-native","deciduous"
"ulmus_parvifolia_todd","adelaide advanced",27,159.014087466861,5.92204216542769,"South Australia","ulmus_parvifolia","todd","non-native","deciduous"
"ulmus_parvifolia_todd","freshford",100,159.894171099548,8.70419195341865,"South Australia","ulmus_parvifolia","todd","non-native","deciduous"
"ulmus_parvifolia_todd","trees impact",700,108.664030284861,9.22794206830098,"New South Wales","ulmus_parvifolia","todd","non-native","deciduous"
"ulmus_procera_vanhoutte","cleveland",75,300.241948791949,68.4446877821985,"South Australia","ulmus_procera","vanhoutte","non-native","deciduous"
"ulmus_procera_vanhoutte","cleveland",45,255.739793809468,7.48036336055243,"South Australia","ulmus_procera","vanhoutte","non-native","deciduous"
"waterhousea_floribunda","established tree transplanters",300,108.891747962102,5.73702511388478,"Victoria","waterhousea_floribunda",NA,"native","evergreen"
"waterhousea_floribunda","established tree transplanters",100,107.874984936227,3.56107725806536,"Victoria","waterhousea_floribunda",NA,"native","evergreen"
"waterhousea_floribunda","flemings",45,99.5028874536811,2.71571924743604,"Victoria","waterhousea_floribunda",NA,"native","evergreen"
"waterhousea_floribunda","speciality",100,102.580106805855,7.50208619860619,"Victoria","waterhousea_floribunda",NA,"native","evergreen"
"waterhousea_floribunda","ibrox",100,109.209692301163,2.41296921642968,"Queensland","waterhousea_floribunda",NA,"native","evergreen"
"waterhousea_floribunda","pallara",200,138.588086913087,6.48104298228063,"Queensland","waterhousea_floribunda",NA,"native","evergreen"
"waterhousea_floribunda","arborwest",100,86.271637305409,2.44292047667699,"Western Australia","waterhousea_floribunda",NA,"native","evergreen"
"waterhousea_floribunda","trees impact",600,83.4604566902595,9.29968823727672,"New South Wales","waterhousea_floribunda",NA,"native","evergreen"
"waterhousea_floribunda","speciality",150,105.214691534773,3.33406733005687,"Victoria","waterhousea_floribunda",NA,"native","evergreen"
"waterhousea_floribunda","speciality",35,98.3076613989153,3.37211369672364,"Victoria","waterhousea_floribunda",NA,"native","evergreen"
"waterhousea_floribunda","pallara",45,122.039995951761,8.12080587793606,"Queensland","waterhousea_floribunda",NA,"native","evergreen"
"waterhousea_floribunda","logans",400,113.243637420483,6.06425469563205,"Queensland","waterhousea_floribunda",NA,"native","evergreen"
"waterhousea_floribunda","logans",200,120.009750655946,4.08049853826253,"Queensland","waterhousea_floribunda",NA,"native","evergreen"
"waterhousea_floribunda","ibrox",45,114.18802617366,3.59406372417676,"Queensland","waterhousea_floribunda",NA,"native","evergreen"
"waterhousea_floribunda","arborwest",35,71.7276530382308,1.17239340379048,"Western Australia","waterhousea_floribunda",NA,"native","evergreen"
"waterhousea_floribunda_ameroo","mangrove mountain",400,108.503138090694,1.60128927925454,"New South Wales","waterhousea_floribunda","ameroo","native","evergreen"
"waterhousea_floribunda_ameroo","mangrove mountain",200,112.360178479248,4.90540800894638,"New South Wales","waterhousea_floribunda","ameroo","native","evergreen"
"waterhousea_floribunda_greenavenue","andreasens",75,81.1925045795801,2.81836214036648,"New South Wales","waterhousea_floribunda","greenavenue","native","evergreen"
"xanthostemon_chrysanthus","greenstock",27,62.8879793135191,2.12318902178652,"Queensland","xanthostemon_chrysanthus",NA,"native","evergreen"
"xanthostemon_chrysanthus","darwin plant wholesalers",20,103.362065445426,4.81547553844214,"Northern Territory","xanthostemon_chrysanthus",NA,"native","evergreen"
"xanthostemon_chrysanthus","greenstock",52,72.3660608306262,1.91160905922972,"Queensland","xanthostemon_chrysanthus",NA,"native","evergreen"
"zelkova_serrata_greenvase","freshford",100,208.639365235796,8.25450396151903,"South Australia","zelkova_serrata","greenvase","non-native","deciduous"
"zelkova_serrata_greenvase","freshford",40,184.247568458128,13.7150931706709,"South Australia","zelkova_serrata","greenvase","non-native","deciduous"
"zelkova_serrata_greenvase","trees impact",400,159.545734125486,6.31613242989234,"New South Wales","zelkova_serrata","greenvase","non-native","deciduous"
