"nursery","date","species","site","batch_id","batch_id2","volume","calliper300","rcd","height_m","sizeindex","logSI","logvol","logH","logD","logRCD"
"a_mm",2016-05-26,"araucaria_heterophylla","Mangrove Mountain","001-A-045","001-A-045-araucaria_heterophylla",200,105.965,90.425,4.462,472.81583,2.67469200841161,2.30102999566398,0.649529565947819,2.02516244246379,1.95628851743366
"a_mm",2016-05-26,"araucaria_heterophylla","Mangrove Mountain","001-A-045","001-A-045-araucaria_heterophylla",200,81.84,101.38,4.3,351.912,2.54643407628369,2.30102999566398,0.633468455579587,1.9129656207041,2.00595228688738
"a_mm",2016-05-26,"araucaria_heterophylla","Mangrove Mountain","001-A-045","001-A-045-araucaria_heterophylla",200,84.075,91.78,4.406,370.43445,2.56871136880142,2.30102999566398,0.644044492814749,1.92466687598667,1.96274805335864
"a_mm",2016-05-26,"araucaria_heterophylla","Mangrove Mountain","001-A-045","001-A-045-araucaria_heterophylla",200,83.54,104.605,4.516,377.26664,2.57664840418203,2.30102999566398,0.65475393325293,1.9218944709291,2.01955244380957
"a_mm",2016-05-26,"araucaria_heterophylla","Mangrove Mountain","001-A-045","001-A-045-araucaria_heterophylla",200,72.755,89.635,2.791,203.059205,2.3076226815389,2.30102999566398,0.445759836488631,1.86186284505027,1.95247762281871
"a_mm",2016-05-26,"araucaria_heterophylla","Mangrove Mountain","001-A-045","001-A-045-araucaria_heterophylla",200,86.875,102.13,3.959,343.938125,2.53648031935038,2.30102999566398,0.597585501752205,1.93889481759817,2.00915333190771
"a_mm",2016-05-26,"araucaria_heterophylla","Mangrove Mountain","001-A-045","001-A-045-araucaria_heterophylla",200,72.675,93.25,4.37,317.58975,2.50186647741289,2.30102999566398,0.640481436970422,1.86138504044247,1.96964884048073
"a_mm",2016-05-26,"araucaria_heterophylla","Mangrove Mountain","001-A-045","001-A-045-araucaria_heterophylla",200,79.13,84.225,4.369,345.71897,2.53872321043708,2.30102999566398,0.640382044709568,1.89834116572751,1.92544101965316
"a_mm",2016-05-26,"araucaria_heterophylla","Mangrove Mountain","001-A-045","001-A-045-araucaria_heterophylla",200,84.915,92.76,4.295,364.709925,2.56194758210754,2.30102999566398,0.632963168167261,1.92898441394027,1.96736073996595
"a_mm",2016-05-26,"araucaria_heterophylla","Mangrove Mountain","001-A-045","001-A-045-araucaria_heterophylla",200,70.54,90.25,4.444,313.47976,2.4962095056003,2.30102999566398,0.64777405026883,1.84843545533147,1.9554472105777
"a_mm",2016-05-26,"elaeocarpus_reticulatus_primadonna","Mangrove Mountain","002-A-021","002-A-021-elaeocarpus_reticulatus_primadonna",75,40.805,53.86,2.396,97.76878,1.99020019590922,1.8750612633917,0.379486813717274,1.61071338219195,1.73126634907549
