date,species,batch_id,volume,tree,height,diameter1,diameter2,rcd1,rcd2
05/26/2016,araucaria_heterophylla,001-A-045,200,1,446.2,106.51,105.42,88.93,91.92
05/26/2016,araucaria_heterophylla,001-A-045,200,2,430,81.78,81.9,102.05,100.71
05/26/2016,araucaria_heterophylla,001-A-045,200,3,440.6,83.91,84.24,93.57,89.99
05/26/2016,araucaria_heterophylla,001-A-045,200,4,451.6,83.71,83.37,104.46,104.75
05/26/2016,araucaria_heterophylla,001-A-045,200,5,279.1,72.32,73.19,88.57,90.7
05/26/2016,araucaria_heterophylla,001-A-045,200,6,395.9,86.73,87.02,104.16,100.1
05/26/2016,araucaria_heterophylla,001-A-045,200,7,437,72.6,72.75,95.81,90.69
05/26/2016,araucaria_heterophylla,001-A-045,200,8,436.9,76.99,81.27,82.47,85.98
05/26/2016,araucaria_heterophylla,001-A-045,200,9,429.5,86.25,83.58,90.38,95.14
05/26/2016,araucaria_heterophylla,001-A-045,200,10,444.4,70.38,70.7,91.29,89.21
05/26/2016,elaeocarpus_reticulatus_primadonna,002-A-021,75,1,239.6,41.84,39.77,51.92,55.8
05/26/2016,elaeocarpus_reticulatus_primadonna,002-A-021,75,2,280.9,40.75,45.03,48.09,49.85
05/26/2016,elaeocarpus_reticulatus_primadonna,002-A-021,75,3,221.1,43,40.97,50.86,50.79
05/26/2016,elaeocarpus_reticulatus_primadonna,002-A-021,75,4,249.7,34.04,33.91,39.08,36.87
05/26/2016,elaeocarpus_reticulatus_primadonna,002-A-021,75,5,304.9,40.48,41.36,47.46,53.72
05/26/2016,elaeocarpus_reticulatus_primadonna,002-A-021,75,6,322.7,47.74,44.43,49.28,50.82
05/26/2016,elaeocarpus_reticulatus_primadonna,002-A-021,75,7,330.6,36.48,38.75,42.49,44.88
05/26/2016,elaeocarpus_reticulatus_primadonna,002-A-021,75,8,337.7,44.35,45.79,47.98,48.23
05/26/2016,elaeocarpus_reticulatus_primadonna,002-A-021,75,9,325.6,35.22,37.02,43.03,42.56
05/26/2016,elaeocarpus_reticulatus_primadonna,002-A-021,75,10,328.4,33.26,32.97,41.72,43.08
05/26/2016,elaeocarpus_reticulatus_primadonna,002-A-021,75,11,281,38.06,38.18,47.52,42.54
05/26/2016,elaeocarpus_reticulatus_primadonna,002-A-021,75,12,268,39.11,39.05,46.27,49.11
05/26/2016,elaeocarpus_reticulatus_primadonna,002-A-021,75,13,279,34.05,36.11,50.09,49.69
05/26/2016,elaeocarpus_reticulatus_primadonna,002-A-021,75,14,279,42.72,41.12,54.17,51.86
05/26/2016,elaeocarpus_reticulatus_primadonna,002-A-021,75,15,287,43.66,41.04,46.83,46.58
05/26/2016,elaeocarpus_reticulatus_primadonna,002-A-021,75,16,297,37.39,35.38,42.45,40.38
05/26/2016,elaeocarpus_reticulatus_primadonna,002-A-021,75,17,321.3,49.92,43.68,39.79,38.75
05/26/2016,elaeocarpus_reticulatus_primadonna,002-A-021,75,18,296.7,46.01,45.02,52.05,45.36
05/26/2016,elaeocarpus_reticulatus_primadonna,002-A-021,75,19,266.5,40.27,40.04,50.69,51.03
05/26/2016,elaeocarpus_reticulatus_primadonna,002-A-021,75,20,310.5,46.42,42.04,53.58,53.83
05/26/2016,elaeocarpus_reticulatus_primadonna,002-A-052,400,1,381.4,79.74,77,88.03,88.42
05/26/2016,elaeocarpus_reticulatus_primadonna,002-A-052,400,2,492,87.84,91.5,94.47,106.26
05/26/2016,elaeocarpus_reticulatus_primadonna,002-A-052,400,3,420.7,71.22,74,92.34,103.44
05/26/2016,elaeocarpus_reticulatus_primadonna,002-A-052,400,4,442.2,83.7,85.48,90.64,89.64
05/26/2016,elaeocarpus_reticulatus_primadonna,005-A-015,100,1,292.1,33.75,36.01,48.14,48.33
05/26/2016,elaeocarpus_reticulatus_primadonna,005-A-015,100,2,300.6,34.34,33.56,44.74,45.42
05/26/2016,elaeocarpus_reticulatus_primadonna,005-A-015,100,3,300,38.16,37.22,52.53,58.68
05/26/2016,elaeocarpus_reticulatus_primadonna,005-A-015,100,4,282.1,36.13,35.51,53.85,45.96
05/26/2016,elaeocarpus_reticulatus_primadonna,005-A-015,100,5,275.1,42.83,40.15,50.39,49.28
05/26/2016,elaeocarpus_reticulatus_primadonna,005-A-015,100,6,299.5,39.28,40.27,48.67,51.72
05/26/2016,elaeocarpus_reticulatus_primadonna,005-A-015,100,7,300.9,33.87,36.41,48.7,46.67
05/26/2016,elaeocarpus_reticulatus_primadonna,005-A-015,100,8,291.5,37,35.25,46.15,44.03
05/26/2016,elaeocarpus_reticulatus_primadonna,005-A-015,100,9,284,35.55,35.57,52.31,48.94
05/26/2016,elaeocarpus_reticulatus_primadonna,005-A-015,100,10,293.4,38.63,37.96,41.7,46.86
05/26/2016,elaeocarpus_reticulatus_primadonna,005-A-015,100,11,298.4,38.92,37.96,49.74,50.04
05/26/2016,elaeocarpus_reticulatus_primadonna,005-A-015,100,12,272.5,34.68,34.89,39.74,40.88
05/26/2016,elaeocarpus_reticulatus_primadonna,005-A-015,100,13,272,39.27,39.63,42.57,41.18
05/26/2016,elaeocarpus_reticulatus_primadonna,005-A-015,100,14,307.5,37.34,39.15,40.28,39.88
05/26/2016,elaeocarpus_reticulatus_primadonna,005-A-015,100,15,291.5,39.91,41.71,42.53,43.73
05/26/2016,elaeocarpus_reticulatus_primadonna,005-A-015,100,16,276.5,36.63,37.52,45.27,38.03
05/26/2016,elaeocarpus_reticulatus_primadonna,005-A-015,100,17,255.5,42.41,42.1,43.37,43.74
05/26/2016,elaeocarpus_reticulatus_primadonna,005-A-015,100,18,293.6,40.4,39.65,44.57,46.82
05/26/2016,elaeocarpus_reticulatus_primadonna,005-A-015,100,19,211.5,38.39,38.88,47.34,45.41
05/26/2016,elaeocarpus_reticulatus_primadonna,005-A-015,100,20,282.4,37.89,39.88,44.14,43.99
05/26/2016,ficus_macrocarpa_flash,001-A-036,200,1,304.9,72.04,71.64,82.15,85.64
05/26/2016,ficus_macrocarpa_flash,001-A-036,200,2,341.3,82.97,84.9,92.16,87.05
05/26/2016,ficus_macrocarpa_flash,001-A-036,200,3,308.8,85.78,85.92,95.66,97.13
05/26/2016,ficus_macrocarpa_flash,001-A-036,200,4,320,81.55,81.14,90.68,90.92
05/26/2016,ficus_macrocarpa_flash,001-A-036,200,5,358.1,82.97,84.23,98.51,98.23
05/26/2016,ficus_macrocarpa_flash,001-A-036,200,6,347.1,90.47,92.15,95.74,108.65
05/26/2016,ficus_macrocarpa_flash,001-A-036,200,7,316.3,77.05,74.04,83.53,83.87
05/26/2016,ficus_macrocarpa_flash,001-A-036,200,8,311.4,90.09,90.2,94.6,95.09
05/26/2016,ficus_macrocarpa_flash,001-A-036,200,9,329.4,84.76,85.88,87.07,93.75
05/26/2016,ficus_macrocarpa_flash,001-A-036,200,10,343,88.59,88.29,102.99,105.13
05/26/2016,ficus_macrocarpa_flash,001-A-036,200,11,330.5,89.28,87.41,95.4,93.56
05/26/2016,ficus_macrocarpa_flash,001-A-036,200,12,316.4,82.5,83.44,88.99,88.67
05/26/2016,ficus_macrocarpa_flash,001-A-036,200,13,355.7,88.27,88.75,93.26,94.14
05/26/2016,ficus_macrocarpa_flash,001-A-036,200,14,298.8,90.63,90.24,93.81,87.86
05/26/2016,ficus_macrocarpa_flash,001-A-036,200,15,326.5,83.25,84.67,93.26,95.47
05/26/2016,ficus_macrocarpa_flash,001-A-020,100,1,249,43.13,43.59,54.29,53.89
05/26/2016,ficus_macrocarpa_flash,001-A-020,100,2,233,39.23,38.37,48.75,50.57
05/26/2016,ficus_macrocarpa_flash,001-A-020,100,3,246,41.51,46.12,57.12,54.87
05/26/2016,ficus_macrocarpa_flash,001-A-020,100,4,239.5,47.68,46.94,54.03,53.85
05/26/2016,ficus_macrocarpa_flash,001-A-020,100,5,258,46.74,46.17,57.16,57.69
05/26/2016,ficus_macrocarpa_flash,001-A-020,100,6,237.7,43.99,43.54,51,52.22
05/26/2016,ficus_macrocarpa_flash,001-A-020,100,7,237,47.81,47.78,53.81,54.51
05/26/2016,ficus_macrocarpa_flash,001-A-020,100,8,248.6,44.02,40.82,54.1,50.47
05/26/2016,ficus_macrocarpa_flash,001-A-020,100,9,253.6,50.01,46.16,59.92,59.22
05/26/2016,ficus_macrocarpa_flash,001-A-020,100,10,211.5,40.8,41.11,58.87,59.3
05/26/2016,ficus_macrocarpa_flash,001-A-020,100,11,232.5,42.6,43.08,56.42,54.42
05/26/2016,ficus_macrocarpa_flash,001-A-020,100,12,256.6,41.7,42.53,54.15,56.5
05/26/2016,ficus_macrocarpa_flash,001-A-020,100,13,249.8,50.04,52.09,59.42,59.32
05/26/2016,ficus_macrocarpa_flash,001-A-020,100,14,248.9,40.11,40.98,54.89,53.83
05/26/2016,ficus_macrocarpa_flash,001-A-020,100,15,232.5,46.31,47.69,68.82,65.26
05/26/2016,ficus_macrocarpa_flash,001-A-020,100,16,240.5,41.34,40.8,50.8,53.41
05/26/2016,ficus_macrocarpa_flash,001-A-020,100,17,206,46.84,45.89,50.22,51
05/26/2016,ficus_macrocarpa_flash,001-A-020,100,18,257.5,46.89,45.82,53.98,53.34
05/26/2016,ficus_macrocarpa_flash,001-A-020,100,19,242.2,53.25,52.33,63.67,63.81
05/26/2016,ficus_macrocarpa_flash,001-A-020,100,20,267.5,52.16,51.56,62.34,62.93
05/26/2016,ficus_rubiginosa,001-A-053,1500,1,496.6,74.4,,84,
05/26/2016,ficus_rubiginosa,001-A-053,1500,2,499.9,119.7,,131.1,
05/26/2016,ficus_rubiginosa,001-A-053,1500,3,550,78.7,,81.7,
05/26/2016,ficus_rubiginosa,001-A-053,1500,4,399.5,100.5,,110.4,
05/26/2016,ficus_rubiginosa,001-A-053,1500,5,472,70.7,,76.8,
05/26/2016,ficus_rubiginosa,001-A-053,2000,1,534.6,74.5,,80,
05/26/2016,ficus_rubiginosa,001-A-053,2000,2,466.4,59.1,,66.4,
05/26/2016,ficus_rubiginosa,001-A-053,2000,3,534.7,79.5,,86.3,
05/26/2016,ficus_rubiginosa,001-A-053,2000,4,503.4,74.7,,83.7,
05/26/2016,ficus_rubiginosa,001-A-015,750,1,560,51,,66,
05/26/2016,ficus_rubiginosa,001-A-015,750,2,365,49.8,,56,
05/26/2016,ficus_rubiginosa,001-A-015,750,3,313,48,,57.5,
05/26/2016,ficus_rubiginosa,001-A-015,750,4,401,52.3,,60.1,
05/26/2016,ficus_rubiginosa,001-A-015,750,5,353.6,50.8,,70.1,
05/26/2016,ficus_rubiginosa,001-A-015,750,6,349.5,50.2,,68.7,
05/26/2016,ficus_rubiginosa,001-A-015,750,7,462,41.9,,52.7,
05/26/2016,ficus_rubiginosa,001-A-015,750,8,470,50.5,,56.3,
05/26/2016,ficus_rubiginosa,001-A-015,750,9,458,41.9,,52.5,
05/26/2016,ficus_rubiginosa,001-A-015,750,10,456,46,,68.1,
05/26/2016,ficus_rubiginosa,001-A-015,750,11,398,48.3,,67.6,
05/26/2016,ficus_rubiginosa,001-A-015,750,12,480.5,48.7,,68.9,
05/26/2016,ficus_rubiginosa,001-A-015,750,13,364.6,51,,62.9,
