nursery,species,date,site,batch_id2,volume,calliper300,rcd,height_m,sizeindex,logSI,logvol,logH,logD,logRCD,colorspec
andr,banksia_integrifolia,23/05/2016,Kemps Creek,006-A-007-banksia_integrifolia,5,5.91,14.535,0.46,2.7186,0.434345313,0.698970004,-0.337242168,0.771587481,1.162415036,#BEAED4
andr,banksia_integrifolia,23/05/2016,Kemps Creek,006-A-007-banksia_integrifolia,5,8.845,18.535,0.59,5.21855,0.717549849,0.698970004,-0.229147988,0.946697837,1.26799259,#BEAED4
andr,banksia_integrifolia,23/05/2016,Kemps Creek,006-A-007-banksia_integrifolia,5,8.485,13.535,0.493,4.183105,0.621498766,0.698970004,-0.307153081,0.928651847,1.13145826,#BEAED4
andr,banksia_integrifolia,23/05/2016,Kemps Creek,006-A-007-banksia_integrifolia,5,9.375,16.605,0.648,6.075,0.783546282,0.698970004,-0.188424994,0.971971276,1.22023888,#BEAED4
andr,banksia_integrifolia,23/05/2016,Kemps Creek,006-A-007-banksia_integrifolia,5,9.175,16.08,1.025,9.404375,0.973329938,0.698970004,0.010723865,0.962606073,1.206286044,#BEAED4
andr,banksia_integrifolia,23/05/2016,Kemps Creek,006-A-007-banksia_integrifolia,5,9.535,14.415,1.013,9.658955,0.984930143,0.698970004,0.005609445,0.979320697,1.158814647,#BEAED4
andr,banksia_integrifolia,23/05/2016,Kemps Creek,006-A-007-banksia_integrifolia,5,9.095,20.58,0.967,8.794865,0.944229177,0.698970004,-0.014573526,0.958802703,1.31344537,#BEAED4
andr,banksia_integrifolia,23/05/2016,Kemps Creek,006-A-007-banksia_integrifolia,5,11.175,19.515,0.945,10.560375,1.02367934,0.698970004,-0.024568191,1.048247532,1.290368556,#BEAED4
andr,banksia_integrifolia,23/05/2016,Kemps Creek,006-A-007-banksia_integrifolia,5,8.425,14.28,0.89,7.49825,0.874959916,0.698970004,-0.050609993,0.92556991,1.154728207,#BEAED4
andr,banksia_integrifolia,23/05/2016,Kemps Creek,006-A-007-banksia_integrifolia,5,7.455,10.935,0.544,4.05552,0.608046547,0.698970004,-0.2644011,0.872447648,1.038818787,#BEAED4
andr,banksia_integrifolia,23/05/2016,Kemps Creek,006-A-007-banksia_integrifolia,5,10.185,21.65,0.426,4.33881,0.637370632,0.698970004,-0.370590401,1.007961033,1.335457901,#BEAED4
andr,banksia_integrifolia,23/05/2016,Kemps Creek,006-A-007-banksia_integrifolia,5,9.6,16.4,0.652,6.2592,0.796518829,0.698970004,-0.185752404,0.982271233,1.214843848,#BEAED4
andr,banksia_integrifolia,23/05/2016,Kemps Creek,006-A-007-banksia_integrifolia,5,8.275,14.04,0.827,6.843425,0.835273512,0.698970004,-0.08249449,0.917768002,1.147367108,#BEAED4
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,005-A-015-elaeocarpus_reticulatus_primadonna,100,38.295,44.28,2.934,112.35753,2.050602183,2,0.46746011,1.583142074,1.646207612,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,005-A-015-elaeocarpus_reticulatus_primadonna,100,38.44,49.89,2.984,114.70496,2.059582198,2,0.474798819,1.584783379,1.698013504,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,005-A-015-elaeocarpus_reticulatus_primadonna,100,35.56,50.625,2.84,100.9904,2.004280092,2,0.45331834,1.550961752,1.704365036,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,005-A-015-elaeocarpus_reticulatus_primadonna,100,38.245,40.08,3.075,117.603375,2.070419785,2,0.48784512,1.582574665,1.602927713,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,005-A-015-elaeocarpus_reticulatus_primadonna,100,40.81,43.13,2.915,118.96115,2.075405154,2,0.464638559,1.610766595,1.634779458,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,005-A-015-elaeocarpus_reticulatus_primadonna,100,34.785,40.31,2.725,94.789125,1.976758514,2,0.435366507,1.541392008,1.605412798,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,005-A-015-elaeocarpus_reticulatus_primadonna,100,39.45,41.875,2.72,107.304,2.030615912,2,0.434568904,1.596047008,1.62195482,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,005-A-015-elaeocarpus_reticulatus_primadonna,100,40.025,45.695,2.936,117.5134,2.070087392,2,0.467756051,1.602331341,1.659868682,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,005-A-015-elaeocarpus_reticulatus_primadonna,100,38.635,46.375,2.115,81.713025,1.912291288,2,0.325310372,1.586980917,1.666283923,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,005-A-015-elaeocarpus_reticulatus_primadonna,100,38.885,44.065,2.824,109.81124,2.040646796,2,0.450864692,1.589782103,1.644093774,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,002-A-021-elaeocarpus_reticulatus_primadonna,75,33.975,37.975,2.497,84.835575,1.928578008,1.875061263,0.397418542,1.531159465,1.579497783,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,002-A-021-elaeocarpus_reticulatus_primadonna,75,40.92,50.59,3.049,124.76508,2.096093049,1.875061263,0.484157424,1.611935625,1.704064679,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,002-A-021-elaeocarpus_reticulatus_primadonna,75,46.085,50.05,3.227,148.716295,2.172358557,1.875061263,0.508798965,1.663559592,1.699404082,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,002-A-021-elaeocarpus_reticulatus_primadonna,75,37.615,43.685,3.306,124.35519,2.094663915,1.875061263,0.519302849,1.575361066,1.64033234,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,002-A-021-elaeocarpus_reticulatus_primadonna,75,45.07,48.105,3.377,152.20139,2.182418619,1.875061263,0.528531061,1.653887558,1.682190219,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,002-A-021-elaeocarpus_reticulatus_primadonna,75,36.12,42.795,3.256,117.60672,2.070432138,1.875061263,0.512684396,1.557747742,1.631393031,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,002-A-021-elaeocarpus_reticulatus_primadonna,75,33.115,42.4,3.284,108.74966,2.036427908,1.875061263,0.516403148,1.520024759,1.627365857,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,002-A-021-elaeocarpus_reticulatus_primadonna,75,38.12,45.03,2.81,107.1172,2.029859212,1.875061263,0.44870632,1.581152892,1.653501947,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,002-A-021-elaeocarpus_reticulatus_primadonna,75,39.08,47.69,2.68,104.7344,2.020089349,1.875061263,0.428134794,1.591954555,1.678427322,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,002-A-021-elaeocarpus_reticulatus_primadonna,75,35.08,49.89,2.79,97.8732,1.990663788,1.875061263,0.445604203,1.545059585,1.698013504,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,002-A-021-elaeocarpus_reticulatus_primadonna,75,41.92,53.015,2.79,116.9568,2.068025477,1.875061263,0.445604203,1.622421274,1.724398766,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,002-A-021-elaeocarpus_reticulatus_primadonna,75,42.35,46.705,2.87,121.5445,2.084735311,1.875061263,0.457881897,1.626853415,1.669363376,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,002-A-021-elaeocarpus_reticulatus_primadonna,75,36.385,41.415,2.97,108.06345,2.033678829,1.875061263,0.472756449,1.560922379,1.617157666,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,002-A-021-elaeocarpus_reticulatus_primadonna,75,46.8,39.27,3.213,150.3684,2.177156579,1.875061263,0.506910726,1.670245853,1.594060901,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,002-A-021-elaeocarpus_reticulatus_primadonna,75,45.515,48.705,2.967,135.043005,2.130472093,1.875061263,0.472317546,1.658154547,1.687573548,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,002-A-021-elaeocarpus_reticulatus_primadonna,75,40.155,50.86,2.665,107.013075,2.029436844,1.875061263,0.425697213,1.60373963,1.706376356,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,002-A-021-elaeocarpus_reticulatus_primadonna,75,44.23,53.705,3.105,137.33415,2.137778544,1.875061263,0.492061605,1.645716939,1.730014721,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,002-A-052-elaeocarpus_reticulatus_primadonna,400,78.37,88.225,3.814,298.90318,2.475530535,2.602059991,0.581380689,1.894149847,1.945591667,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,002-A-052-elaeocarpus_reticulatus_primadonna,400,89.67,100.365,4.92,441.1764,2.644612273,2.602059991,0.691965103,1.95264717,2.001582289,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,002-A-052-elaeocarpus_reticulatus_primadonna,400,72.61,97.89,4.207,305.47027,2.484968949,2.602059991,0.623972512,1.860996437,1.990738329,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,002-A-052-elaeocarpus_reticulatus_primadonna,400,84.59,90.14,4.422,374.05698,2.572937763,2.602059991,0.645618738,1.927319025,1.954917554,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,005-A-015-elaeocarpus_reticulatus_primadonna,100,34.88,48.235,2.921,101.88448,2.008108033,2,0.465531557,1.542576476,1.683362283,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,005-A-015-elaeocarpus_reticulatus_primadonna,100,33.95,45.08,3.006,102.0537,2.008828755,2,0.477988976,1.530839779,1.653983907,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,005-A-015-elaeocarpus_reticulatus_primadonna,100,37.69,55.605,3,113.07,2.053347392,2,0.477121255,1.576226137,1.745113845,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,005-A-015-elaeocarpus_reticulatus_primadonna,100,35.82,49.905,2.821,101.04822,2.004528668,2,0.450403086,1.554125582,1.69814406,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,005-A-015-elaeocarpus_reticulatus_primadonna,100,41.49,49.835,2.751,114.13899,2.057434025,2,0.43949059,1.617943435,1.697534463,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,005-A-015-elaeocarpus_reticulatus_primadonna,100,39.775,50.195,2.995,119.126125,2.076007015,2,0.476396827,1.599610188,1.700660459,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,005-A-015-elaeocarpus_reticulatus_primadonna,100,35.14,47.685,3.009,105.73626,2.024223945,2,0.478422188,1.545801757,1.678381787,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,005-A-015-elaeocarpus_reticulatus_primadonna,100,36.125,45.09,2.915,105.304375,2.022446415,2,0.464638559,1.557807856,1.654080235,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,002-A-021-elaeocarpus_reticulatus_primadonna,75,40.805,53.86,2.396,97.76878,1.990200196,1.875061263,0.379486814,1.610713382,1.731266349,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,002-A-021-elaeocarpus_reticulatus_primadonna,75,42.89,48.97,2.809,120.47801,2.080907785,1.875061263,0.448551739,1.632356046,1.689930104,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,005-A-015-elaeocarpus_reticulatus_primadonna,100,37.075,41.65,2.765,102.512375,2.010776295,2,0.441695136,1.56908116,1.619615006,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,005-A-015-elaeocarpus_reticulatus_primadonna,100,42.255,43.555,2.555,107.961525,2.033269011,2,0.407390904,1.625878106,1.639038018,#A6CEE3
andr,elaeocarpus_reticulatus_primadonna,26/05/2016,Mangrove Mountain,002-A-021-elaeocarpus_reticulatus_primadonna,75,41.985,50.825,2.211,92.828835,1.9676829,1.875061263,0.344588743,1.623094158,1.706077387,#A6CEE3
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,11.145,16.575,1.434,15.98193,1.203629224,1.146128036,0.156549151,1.047080073,1.219453537,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,9.275,15.48,1.648,15.2852,1.184271126,1.146128036,0.216957207,0.967313918,1.189770956,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,8.105,12.025,1.509,12.230445,1.087442259,1.146128036,0.17868924,0.908753019,1.080085085,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,10.61,15.91,1.635,17.34735,1.239233141,1.146128036,0.213517757,1.025715384,1.20167018,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,11.675,17.285,1.755,20.489625,1.31153401,1.146128036,0.244277121,1.067256889,1.237669384,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,9.21,14.64,1.543,14.21103,1.152625556,1.146128036,0.188365926,0.96425963,1.165541077,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,9.355,15.11,1.338,12.51699,1.097499905,1.146128036,0.126456113,0.971043792,1.179264464,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,9.55,17.78,1.352,12.9116,1.110980063,1.146128036,0.130976692,0.980003372,1.249931757,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,9.41,14.45,1.389,13.07049,1.116291869,1.146128036,0.142702246,0.973589623,1.159867847,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,9.095,14.04,1.31,11.91445,1.076073999,1.146128036,0.117271296,0.958802703,1.147367108,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,6.61,12.66,1.31,8.6591,0.937472755,1.146128036,0.117271296,0.820201459,1.102433706,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,10.625,18.235,1.371,14.566875,1.163366394,1.146128036,0.137037455,1.026328939,1.260905768,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,11.685,16.6,1.744,20.37864,1.309175197,1.146128036,0.241546481,1.067628717,1.220108088,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,13.825,20.995,1.794,24.80205,1.394487579,1.146128036,0.253822439,1.14066514,1.322115879,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,11.735,16.775,1.799,21.111265,1.324514257,1.146128036,0.255031163,1.069483094,1.224662529,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,10.095,15.48,1.511,15.253545,1.183370788,1.146128036,0.179264464,1.004106323,1.189770956,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,8.155,14.635,1.446,11.79213,1.071592258,1.146128036,0.160168293,0.911423965,1.165392727,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,9.705,15.735,1.408,13.66464,1.135598195,1.146128036,0.148602655,0.98699554,1.196866747,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,10.47,18.575,1.519,15.90393,1.201504456,1.146128036,0.181557774,1.019946682,1.268928822,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,12.32,17.205,1.752,21.58464,1.33414481,1.146128036,0.243534102,1.090610708,1.235654677,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,10.495,14.775,1.703,17.872985,1.252197091,1.146128036,0.231214648,1.020982443,1.16952749,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,10.23,16.545,1.594,16.30662,1.212363951,1.146128036,0.202488317,1.009875634,1.218666771,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,8.735,13.475,1.336,11.66996,1.067069367,1.146128036,0.125806458,0.941262909,1.129528774,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,12.9,20.38,1.703,21.9687,1.341804358,1.146128036,0.231214648,1.11058971,1.30920418,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,11.51,16.785,1.789,20.59139,1.313685664,1.146128036,0.252610341,1.061075324,1.224921346,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,11.36,18.5,1.524,17.31264,1.238363298,1.146128036,0.182984967,1.055378331,1.267171728,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,9.3,16.71,1.315,12.2295,1.087408701,1.146128036,0.118925753,0.968482949,1.22297645,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,9.575,15.065,1.386,13.27095,1.122902013,1.146128036,0.14176323,0.981138783,1.177969136,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,11.805,17.595,1.815,21.426075,1.330942621,1.146128036,0.258876629,1.072065991,1.245389271,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,11.535,16.7,1.768,20.39388,1.30949986,1.146128036,0.247482261,1.062017599,1.222716471,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,12.435,15.925,1.79,22.25865,1.347498821,1.146128036,0.252853031,1.09464579,1.202079441,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,10.73,14.525,1.56,16.7388,1.22372432,1.146128036,0.193124598,1.030599722,1.162116141,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,10.465,16.17,1.424,14.90216,1.173249222,1.146128036,0.153509989,1.019739233,1.20871002,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,12.005,16.42,1.683,20.204415,1.30544628,1.146128036,0.226084116,1.079362164,1.215373153,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,10.295,18.1,1.646,16.94557,1.229056182,1.146128036,0.216429831,1.012626351,1.257678575,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,10.275,15.73,1.767,18.155925,1.25901838,1.146128036,0.24723655,1.011781831,1.196728723,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,9.09,14.605,1.526,13.87134,1.142118417,1.146128036,0.183554534,0.958563883,1.164501561,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,10.435,15.15,1.572,16.40382,1.214944995,1.146128036,0.196452542,1.018492453,1.180412633,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,9.54,14.79,1.351,12.88854,1.110203724,1.146128036,0.130655349,0.979548375,1.169968174,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,11.61,15.395,1.811,21.02571,1.32275067,1.146128036,0.25791845,1.06483222,1.187379693,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,10.745,16.455,1.524,16.37538,1.214191387,1.146128036,0.182984967,1.03120642,1.216297887,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,10.06,16.34,1.63,16.3978,1.214785585,1.146128036,0.212187604,1.002597981,1.213252052,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,7.735,11.25,1.401,10.836735,1.034898453,1.146128036,0.146438135,0.888460318,1.051152522,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,12.215,17.675,1.716,20.96094,1.321410755,1.146128036,0.234517284,1.086893471,1.247359422,#FDC086
andr,eucalyptus citriodora,23/05/2016,Kemps Creek,002-S-059-eucalyptus citriodora,14,10.975,14.5,1.646,18.06485,1.25683436,1.146128036,0.216429831,1.040404529,1.161368002,#FDC086
andr,eucalyptus_maculata,23/05/2016,Kemps Creek,003-S-054-eucalyptus_maculata,14,15.165,23.97,1.297,19.669005,1.293782391,1.146128036,0.112939976,1.180842415,1.379668034,#FFFF99
andr,eucalyptus_maculata,23/05/2016,Kemps Creek,003-S-054-eucalyptus_maculata,14,9.625,13.87,0.962,9.25925,0.96657581,1.146128036,-0.016824928,0.983400738,1.142076461,#FFFF99
andr,eucalyptus_maculata,23/05/2016,Kemps Creek,003-S-054-eucalyptus_maculata,14,8.15,11.905,1.186,9.6659,0.985242298,1.146128036,0.074084689,0.911157609,1.0757294,#FFFF99
andr,eucalyptus_maculata,23/05/2016,Kemps Creek,003-S-054-eucalyptus_maculata,14,17.365,21.08,1.418,24.62357,1.391351018,1.146128036,0.151676231,1.239674788,1.323870607,#FFFF99
andr,eucalyptus_maculata,23/05/2016,Kemps Creek,003-S-054-eucalyptus_maculata,14,15.86,25.74,1.384,21.95024,1.341439273,1.146128036,0.14113609,1.200303183,1.410608543,#FFFF99
andr,eucalyptus_maculata,23/05/2016,Kemps Creek,003-S-054-eucalyptus_maculata,14,19.665,24.42,1.497,29.438505,1.468915751,1.146128036,0.1752218,1.293693951,1.38774566,#FFFF99
andr,eucalyptus_maculata,23/05/2016,Kemps Creek,003-S-054-eucalyptus_maculata,14,16.51,21.32,1.351,22.30501,1.348402422,1.146128036,0.130655349,1.217747073,1.3287872,#FFFF99
andr,eucalyptus_maculata,23/05/2016,Kemps Creek,003-S-054-eucalyptus_maculata,14,17.35,24.955,1.32,22.902,1.35987341,1.146128036,0.120573931,1.239299479,1.397157574,#FFFF99
andr,eucalyptus_maculata,23/05/2016,Kemps Creek,003-S-054-eucalyptus_maculata,14,10.87,15.885,1.648,17.91376,1.253186751,1.146128036,0.216957207,1.036229544,1.200987219,#FFFF99
andr,eucalyptus_maculata,23/05/2016,Kemps Creek,003-S-054-eucalyptus_maculata,14,12.205,16.34,1.394,17.01377,1.230800558,1.146128036,0.144262774,1.086537784,1.213252052,#FFFF99
andr,eucalyptus_maculata,23/05/2016,Kemps Creek,003-S-054-eucalyptus_maculata,14,10.815,14.895,1.371,14.827365,1.171063979,1.146128036,0.137037455,1.034026524,1.173040508,#FFFF99
andr,eucalyptus_maculata,23/05/2016,Kemps Creek,003-S-054-eucalyptus_maculata,14,10.485,13.99,1.201,12.592485,1.100111442,1.146128036,0.079543007,1.020568435,1.145817714,#FFFF99
andr,eucalyptus_maculata,23/05/2016,Kemps Creek,003-S-054-eucalyptus_maculata,14,11.255,14.505,1.356,15.26178,1.183605189,1.146128036,0.13225969,1.051345499,1.161517733,#FFFF99
andr,eucalyptus_maculata,23/05/2016,Kemps Creek,003-S-054-eucalyptus_maculata,14,10.15,13.8,1.366,13.8649,1.141916742,1.146128036,0.135450699,1.006466042,1.139879086,#FFFF99
andr,eucalyptus_maculata,23/05/2016,Kemps Creek,003-S-054-eucalyptus_maculata,14,11.67,14.77,1.569,18.31023,1.2626938,1.146128036,0.195622944,1.067070856,1.169380495,#FFFF99
andr,eucalyptus_maculata,23/05/2016,Kemps Creek,003-S-054-eucalyptus_maculata,14,12.645,19.115,1.546,19.54917,1.291128323,1.146128036,0.18920949,1.101918834,1.281374302,#FFFF99
andr,eucalyptus_maculata,23/05/2016,Kemps Creek,003-S-054-eucalyptus_maculata,14,10,12.105,1.444,14.44,1.159567193,1.146128036,0.159567193,1,1.082964794,#FFFF99
andr,eucalyptus_maculata,23/05/2016,Kemps Creek,003-S-054-eucalyptus_maculata,14,9.39,11.825,1.432,13.44648,1.12860861,1.146128036,0.155943018,0.972665592,1.072801149,#FFFF99
andr,eucalyptus_maculata,23/05/2016,Kemps Creek,003-S-054-eucalyptus_maculata,14,12.275,14.805,1.381,16.951775,1.229215179,1.146128036,0.140193679,1.089021501,1.170408412,#FFFF99
andr,eucalyptus_maculata,23/05/2016,Kemps Creek,003-S-054-eucalyptus_maculata,14,10.78,14.215,1.225,13.2055,1.12075485,1.146128036,0.088136089,1.032618761,1.152746864,#FFFF99
andr,eucalyptus_maculata,23/05/2016,Kemps Creek,003-S-054-eucalyptus_maculata,14,10.065,12.64,1.437,14.463405,1.160270547,1.146128036,0.157456768,1.002813779,1.101747074,#FFFF99
andr,eucalyptus_maculata,23/05/2016,Kemps Creek,003-S-054-eucalyptus_maculata,14,13.115,18.565,1.331,17.456065,1.24194635,1.146128036,0.124178055,1.117768295,1.268694954,#FFFF99
andr,eucalyptus_maculata,23/05/2016,Kemps Creek,003-S-054-eucalyptus_maculata,14,11.35,14.35,1.606,18.2281,1.260741402,1.146128036,0.205745541,1.054995862,1.156851901,#FFFF99
andr,eucalyptus_maculata,23/05/2016,Kemps Creek,003-S-054-eucalyptus_maculata,14,13.025,17.875,1.492,19.4333,1.288546555,1.146128036,0.173768823,1.114777732,1.25224605,#FFFF99
andr,eucalyptus_maculata,23/05/2016,Kemps Creek,003-S-054-eucalyptus_maculata,14,14.275,21.275,1.488,21.2412,1.327179048,1.146128036,0.172602931,1.154576117,1.327869569,#FFFF99
andr,eucalyptus_maculata,23/05/2016,Kemps Creek,003-S-054-eucalyptus_maculata,14,13.09,17.835,1.335,17.47515,1.242420912,1.146128036,0.125481266,1.116939647,1.251273114,#FFFF99
andr,eucalyptus_maculata,23/05/2016,Kemps Creek,003-S-054-eucalyptus_maculata,14,10.495,15.355,1.603,16.823485,1.225915965,1.146128036,0.204933522,1.020982443,1.186249821,#FFFF99
