nursery,date,species,batch_id,volume,tree,height,diameter1,diameter2,rcd1,rcd2
manor,12/12/2016,acer_negundo_sensation,F15_ANS,25,1,268.8,29.16,29.88,43.92,43.88
manor,12/13/2016,acer_negundo_sensation,F15_ANS,25,2,251.5,30.91,29.67,39.02,38.81
manor,12/14/2016,acer_negundo_sensation,F15_ANS,25,3,278.5,28.15,27.45,34.52,35.02
manor,12/15/2016,acer_negundo_sensation,F15_ANS,25,4,209.9,25.39,25.93,34.05,33.59
manor,12/16/2016,acer_negundo_sensation,F15_ANS,25,5,258,27.24,27.47,36.94,36.56
manor,12/17/2016,acer_negundo_sensation,F15_ANS,25,6,275,28.71,28.49,37.88,37.82
manor,12/18/2016,acer_negundo_sensation,F15_ANS,25,7,246.5,28.54,29.98,43.65,40.8
manor,12/19/2016,acer_negundo_sensation,F15_ANS,25,8,276,30.54,30.66,45.67,45.61
manor,12/20/2016,acer_negundo_sensation,F15_ANS,25,9,275.9,30.37,30.52,42.53,44.02
manor,12/21/2016,acer_negundo_sensation,F15_ANS,25,10,254,27.9,26.62,43.32,43.55
manor,12/22/2016,acer_negundo_sensation,F15_ANS,25,11,310.5,28.19,26.66,36.74,36.84
manor,12/23/2016,acer_negundo_sensation,F15_ANS,25,12,256.7,28.81,29.33,43.56,42.91
manor,12/24/2016,acer_negundo_sensation,F15_ANS,25,13,275,26.52,26.78,34.82,35.23
manor,12/23/2016,acer_rubrum_fairviewflame,F15_ARFF,35,1,287.2,25.01,24.95,38.18,37.09
manor,12/24/2016,acer_rubrum_fairviewflame,F15_ARFF,35,2,271.9,22.82,22.25,31.15,31.14
manor,12/25/2016,acer_rubrum_fairviewflame,F15_ARFF,35,3,292.3,23.65,24.17,31.15,31.52
manor,12/26/2016,acer_rubrum_fairviewflame,F15_ARFF,35,4,270.7,24.05,23.34,34.51,34.45
manor,11/07/2016,acer_rubrum_fairviewflame,F15_ARFF_rocket,42,1,321.7,25.57,24.91,35.77,35.18
manor,11/08/2016,acer_rubrum_fairviewflame,F15_ARFF_rocket,42,2,287.2,24.52,25.08,28.87,29.41
manor,11/09/2016,acer_rubrum_fairviewflame,F15_ARFF_rocket,42,3,316.7,25.13,25.72,33.94,33.62
manor,11/10/2016,acer_rubrum_fairviewflame,F15_ARFF_rocket,42,4,295,24.9,25.37,32.25,33.36
manor,11/11/2016,acer_rubrum_fairviewflame,F15_ARFF_rocket,42,5,296.1,24.02,24.03,30.52,33.02
manor,11/12/2016,acer_rubrum_fairviewflame,F15_ARFF_rocket,42,6,294.3,24.62,25.64,32.97,33.03
manor,11/13/2016,acer_rubrum_fairviewflame,F15_ARFF_rocket,42,7,305.5,24.18,24.75,28.86,29.39
manor,11/14/2016,acer_rubrum_fairviewflame,F15_ARFF_rocket,42,8,262,25.72,25.5,32.53,31.87
manor,11/15/2016,acer_rubrum_fairviewflame,F15_ARFF_rocket,42,9,269.1,26.1,25.89,30.33,31.1
manor,11/16/2016,acer_rubrum_fairviewflame,F15_ARFF_rocket,42,10,323.6,25.93,26.31,39.39,37.1
manor,11/17/2016,acer_rubrum_fairviewflame,F15_ARFF_rocket,42,11,311.4,27.38,27.03,34.78,35.65
manor,1/22/2017,acer_rubrum_jerrersred,F15A_x_FJ,35,1,270.2,26.9,26.99,41.77,40.37
manor,1/23/2017,acer_rubrum_jerrersred,F15A_x_FJ,35,2,336.4,25.06,25.3,31.02,30.72
manor,1/24/2017,acer_rubrum_jerrersred,F15A_x_FJ,35,3,323.5,28.78,29.38,37.21,38.8
manor,1/25/2017,acer_rubrum_jerrersred,F15A_x_FJ,35,4,351.4,26.63,28.85,32.14,31.73
