batch_id,species,volume,treenumb,canopy_top,canopy_bottom,branchper30,maxbranchradius,leafarea1,leafarea2,leafarea3,leafmass1,leafmass2,leafmass3
F15_A_x_FJ,acer_rubrum_jeffersred,35,1,,70,5,70,47.8,57.2,41.3,,,
F15_A_x_FJ,acer_rubrum_jeffersred,35,2,,84,4,79,30.2,47.9,37.7,,,
F15_A_x_FJ,acer_rubrum_jeffersred,35,3,,71,1,61,56.5,57.9,36.3,,,
F15_A_x_FJ,acer_rubrum_jeffersred,35,4,,132,5,50,37.7,45.2,41.7,,,
F15_A_x_FJ,acer_rubrum_jeffersred,35,5,,67,8,46,40.4,50.3,67.4,,,
F15_A_x_FJ,acer_rubrum_jeffersred,35,6,,93,3,68,38.5,37.8,37.2,,,
F15_A_x_FJ,acer_rubrum_jeffersred,35,7,,110,6,59,30.8,35.9,32.5,,,
F15_A_x_FJ,acer_rubrum_jeffersred,35,8,,84,5,41,28.3,41.2,45.9,,,
F15_A_x_FJ,acer_rubrum_jeffersred,35,9,,87,5,52,63.5,58.7,24.9,,,
F15_A_x_FJ,acer_rubrum_jeffersred,35,10,,92,1,44,56.9,33,42,,,
F15_ARFF,acer_rubrum_fairviewflame,35,1,,98,9,58,22.3,22.5,25.1,,,
F15_ARFF,acer_rubrum_fairviewflame,35,2,,68,11,55,45,35.5,39.6,,,
F15_ARFF,acer_rubrum_fairviewflame,35,3,,83,5,106,35.7,35.8,44.2,,,
F15_ARFF,acer_rubrum_fairviewflame,35,4,,84,5,57,27,25.4,19,,,
M15_ARPN10268,acer_rubrum_octoberglory,45,1,,185,8,50,43.2,50.5,100.8,,,
M15_ARPN10268,acer_rubrum_octoberglory,45,2,,157,2,63,61.9,52.6,51.1,,,
M15_ARPN10268,acer_rubrum_octoberglory,45,3,,182,7,60,50.3,37.3,82.2,,,
M15_ARPN10268,acer_rubrum_octoberglory,45,4,,182,7,49,81.4,63,59.4,,,
M15_ARPN10268,acer_rubrum_octoberglory,45,5,,169,8,67,37.1,46.4,48.2,,,
M15_ARPN10268,acer_rubrum_octoberglory,45,6,,197,7,53,42.3,43.1,40,,,
M15_ARPN10268,acer_rubrum_octoberglory,45,7,,171,3,82,76.6,73.4,74.8,,,
F11_LI_x_LFT,lagerstroemier_indica_tuscarora,35,1,,86,4,52,,,,,,
F11_LI_x_LFT,lagerstroemier_indica_tuscarora,35,2,,102,2,29,,,,,,
F11_LI_x_LFT,lagerstroemier_indica_tuscarora,35,3,,92,3,30,,,,,,
F11_LI_x_LFT,lagerstroemier_indica_tuscarora,35,4,,107,3,52,,,,,,
F11_LI_x_LFT,lagerstroemier_indica_tuscarora,35,5,,36,6,43,,,,,,
F11_LI_x_LFT,lagerstroemier_indica_tuscarora,35,6,,107,3,57,,,,,,
F11_LI_x_LFT,lagerstroemier_indica_tuscarora,35,7,,82,3,48,,,,,,
F11_LI_x_LFT,lagerstroemier_indica_tuscarora,35,8,,85,1,50,,,,,,
F11_LI_x_LFT,lagerstroemier_indica_tuscarora,35,9,,65,2,63,,,,,,
F11_LI_x_LFT,lagerstroemier_indica_tuscarora,35,10,,56,1,92,,,,,,
F15_AF_rocket,acer_x_freemanii_autumanbraze,42,1,,117,4,88,65.1,35.1,57.5,,,
F15_AF_rocket,acer_x_freemanii_autumanbraze,42,2,,119,4,83,38.7,45.8,39.1,,,
F15_AF_rocket,acer_x_freemanii_autumanbraze,42,3,,84,5,89,49.1,70,48.6,,,
F15_AF_rocket,acer_x_freemanii_autumanbraze,42,4,,119,4,102,76.2,79.4,60,,,
F15_AF_rocket,acer_x_freemanii_autumanbraze,42,5,,106,4,95,34.3,40.7,49.4,,,
F15_AF_rocket,acer_x_freemanii_autumanbraze,42,6,,87,5,78,57,46.5,46.5,,,
F15_AF_rocket,acer_x_freemanii_autumanbraze,42,7,,110,3,80,49.4,71.8,47.5,,,
F15_AF_rocket,acer_x_freemanii_autumanbraze,42,8,,88,4,100,46.2,31.3,39.3,,,
F15_AF_rocket,acer_x_freemanii_autumanbraze,42,9,,106,3,88,31.5,58.2,42.9,,,
F15_AF_rocket,acer_x_freemanii_autumanbraze,42,10,,105,4,74,45.3,35,45.5,,,
FP14_PC,pistacia_chinensis,35,1,,42,1,47,,,,,,
FP14_PC,pistacia_chinensis,35,2,,35,2,42,,,,,,
FP14_PC,pistacia_chinensis,35,3,,88,3,56,,,,,,
FP14_PC,pistacia_chinensis,35,4,,38,4,31,,,,,,
FP14_PC,pistacia_chinensis,35,5,,20,10,32,,,,,,
FP14_PC,pistacia_chinensis,35,6,,62,2,92,,,,,,
F15_ARFF_rocket,acer_rubrum_fairviewflame,42,1,,82,10,98,32.9,39.4,43,,,
F15_ARFF_rocket,acer_rubrum_fairviewflame,42,2,,102,3,75,55.5,29,44.4,,,
F15_ARFF_rocket,acer_rubrum_fairviewflame,42,3,,88,2,85,36.3,34.2,38.3,,,
F15_ARFF_rocket,acer_rubrum_fairviewflame,42,4,,92,7,111,42.1,38.8,29,,,
F15_ARFF_rocket,acer_rubrum_fairviewflame,42,5,,113,7,80,31.2,31.2,46,,,
F15_ARFF_rocket,acer_rubrum_fairviewflame,42,6,,117,3,72,38.7,55.1,49.8,,,
F15_ARFF_rocket,acer_rubrum_fairviewflame,42,7,,88,8,68,61.8,54.7,54.6,,,
F15_ARFF_rocket,acer_rubrum_fairviewflame,42,8,,103,8,84,50.4,42.8,35.8,,,
F15_ARFF_rocket,acer_rubrum_fairviewflame,42,9,,90,7,96,43.8,32.5,51.6,,,
F15_ARFF_rocket,acer_rubrum_fairviewflame,42,10,,146,8,104,36.6,29.3,37.6,,,
J15_PCN_STD,pyrus_cerasifera_nigra,35,1,,175,5,87,16.8,11.6,18.7,,,
J15_PCN_STD,pyrus_cerasifera_nigra,35,2,,158,7,67,12.3,13.8,12.8,,,
J15_PCN_STD,pyrus_cerasifera_nigra,35,3,,169,4,101,19.3,18.7,15.7,,,
