batch_id,species,volume,treenumb,canopy_top,canopy_bottom,branchper30,maxbranchradius,leafarea1,leafarea2,leafarea3,leafmass1,leafmass2,leafmass3
ar_45,agathis_robusta,45,1,257.3,12,7,69,27.6,20.4,28.1,0.34,0.27,0.45
ar_45,agathis_robusta,45,2,233,17,9,63,21.1,25.9,23.3,0.34,0.45,0.42
ar_45,agathis_robusta,45,3,216.8,25,6,70,41.9,38.2,36.5,0.7,0.76,0.63
ar_45,agathis_robusta,45,4,261.2,17,6,74,44.7,45.3,52.5,0.78,0.73,0.89
ar_45,agathis_robusta,45,5,251.7,17,4,67,30.6,24.8,27.1,0.51,0.39,0.43
ar_45,agathis_robusta,45,6,281.3,19,5,71,24.5,32.3,24.1,0.38,0.54,0.39
ar_45,agathis_robusta,45,7,256.5,19,8,78,35.9,25.2,38,0.5,0.37,0.7
ar_45,agathis_robusta,45,8,316.8,20,7,78,28.5,51,29,0.43,0.88,0.51
ar_45,agathis_robusta,45,9,225.8,13,9,77,38,39.4,23,0.66,0.69,0.36
ar_45,agathis_robusta,45,10,238,14,7,71,37.2,42.9,35,0.66,0.72,0.62
ac_45,araucaria_cunninghamii,45,1,232.3,34,9,77,,,,,,
ac_45,araucaria_cunninghamii,45,2,253.5,23,9,83,,,,,,
ac_45,araucaria_cunninghamii,45,3,237,34,7,102,,,,,,
ac_45,araucaria_cunninghamii,45,4,214.2,30,11,85,,,,,,
ac_45,araucaria_cunninghamii,45,5,206.5,42,10,86,,,,,,
ac_45,araucaria_cunninghamii,45,6,231.3,42,9,85,,,,,,
ac_45,araucaria_cunninghamii,45,7,255.3,28,13,65,,,,,,
ac_45,araucaria_cunninghamii,45,8,202.5,29,12,69,,,,,,
ac_45,araucaria_cunninghamii,45,9,219.3,32,13,77,,,,,,
ac_45,araucaria_cunninghamii,45,10,243.5,32,12,103,,,,,,
ac_100,araucaria_cunninghamii,100,1,294.3,29,9,112,,,,,,
ac_100,araucaria_cunninghamii,100,2,233.2,37,9,115,,,,,,
ac_100,araucaria_cunninghamii,100,3,243.9,32,8,106,,,,,,
ac_100,araucaria_cunninghamii,100,4,226,44,9,112,,,,,,
ac_100,araucaria_cunninghamii,100,5,295.8,44,7,75,,,,,,
ac_100,araucaria_cunninghamii,100,6,279.1,28,11,74,,,,,,
ac_100,araucaria_cunninghamii,100,7,263.6,37,11,89,,,,,,
ac_100,araucaria_cunninghamii,100,8,281.2,35,8,88,,,,,,
ac_100,araucaria_cunninghamii,100,9,258.8,41,6,92,,,,,,
ac_100,araucaria_cunninghamii,100,10,257.9,52,8,86,,,,,,
ah_100,araucaria_heterophylla,100,1,309,41,12,108,,,,,,
ah_100,araucaria_heterophylla,100,2,317.5,27,11,118,,,,,,
ah_100,araucaria_heterophylla,100,3,314.3,32,10,98,,,,,,
ah_100,araucaria_heterophylla,100,4,303.4,29,15,74,,,,,,
ah_100,araucaria_heterophylla,100,5,333,23,15,99,,,,,,
ah_100,araucaria_heterophylla,100,6,345.7,27,12,119,,,,,,
ah_100,araucaria_heterophylla,100,7,282,32,15,79,,,,,,
ah_100,araucaria_heterophylla,100,8,351.5,38,14,88,,,,,,
ah_100,araucaria_heterophylla,100,9,377.7,22,13,106,,,,,,
ah_100,araucaria_heterophylla,100,10,329.6,29,13,112,,,,,,
ah_400,araucaria_heterophylla,400,1,635,58,10,164,,,,,,
ah_400,araucaria_heterophylla,400,2,438.1,64,7,130,,,,,,
ah_400,araucaria_heterophylla,400,3,557.2,41,6,148,,,,,,
ah_400,araucaria_heterophylla,400,4,413.4,50,8,183,,,,,,
ah_400,araucaria_heterophylla,400,5,564.1,38,6,193,,,,,,
ah_400,araucaria_heterophylla,400,6,494,49,8,189,,,,,,
ah_400,araucaria_heterophylla,400,7,516.8,60,10,198,,,,,,
ah_400,araucaria_heterophylla,400,8,472.8,57,9,182,,,,,,
br_45,brachychiton_rupestris,45,1,199.8,53,10,65,6.9,6.3,9.7,0.08,0.06,0.11
br_45,brachychiton_rupestris,45,2,184.5,58,2,74,6.2,4.2,4.5,0.058,0.043,0.048
br_45,brachychiton_rupestris,45,3,215.7,64,5,58,7.7,6,3.6,0.14,0.09,0.056
br_45,brachychiton_rupestris,45,4,238,97,3,99,5,9,9.2,0.067,0.12,0.11
br_45,brachychiton_rupestris,45,5,188.5,97,10,51,5.4,4.6,5.1,0.069,0.074,0.062
br_45,brachychiton_rupestris,45,6,228.5,99,2,62,4.3,8,5.5,0.039,0.075,0.052
br_45,brachychiton_rupestris,45,7,296.3,192,7,63,2.6,2.1,2.9,0.061,0.08,0.039
br_45,brachychiton_rupestris,45,8,276.5,117,5,77,6.9,2.3,2.3,0.023,0.018,0.023
br_45,brachychiton_rupestris,45,9,204.8,114,5,55,7.2,4.2,9.6,0.16,0.029,0.028
br_45,brachychiton_rupestris,45,10,268,118,10,60,4.5,6,2.9,0.071,0.037,0.1
br_100,brachychiton_rupestris,100,1,262.7,89,5,80,2.8,3.6,4.8,0.029,0.043,0.044
br_100,brachychiton_rupestris,100,2,287.5,132,9,75,8.7,6.4,6.6,0.16,0.066,0.074
br_100,brachychiton_rupestris,100,3,271.7,198,1,72,4,3.9,5,0.038,0.039,0.042
br_100,brachychiton_rupestris,100,4,278.5,94,5,75,8.9,4.6,8,0.07,0.08,0.065
br_100,brachychiton_rupestris,100,5,249.1,77,8,81,14.9,9.4,12.5,0.18,0.064,0.15
br_100,brachychiton_rupestris,100,6,268.1,86,8,62,5.1,8.3,5,0.045,0.04,0.047
br_100,brachychiton_rupestris,100,7,315.4,105,7,66,4.7,5.3,2.5,0.05,0.072,0.034
br_100,brachychiton_rupestris,100,8,254.7,98,5,72,5.7,4.3,4.5,0.16,0.16,0.045
br_100,brachychiton_rupestris,100,9,258.8,110,4,70,5.5,7,5.8,0.055,0.074,0.052
br_100,brachychiton_rupestris,100,10,224.6,90,13,87,3.3,5.6,3.6,0.042,0.037,0.044
cs_45,callistemon_salignus,45,1,225.4,20,16,63,6.1,11.2,8.8,0.101,0.17,0.17
cs_45,callistemon_salignus,45,2,254.3,29,4,81,12.8,15.3,21.4,0.21,0.23,0.36
cs_45,callistemon_salignus,45,3,247,30,6,81,12.2,9.3,8.1,0.22,0.18,0.128
cs_45,callistemon_salignus,45,4,216.6,29,8,94,7.7,4.8,7.7,0.16,0.096,0.125
cs_45,callistemon_salignus,45,5,206.7,19,13,111,5.3,5.7,4.7,0.103,0.118,0.102
cs_45,callistemon_salignus,45,6,229.4,25,14,93,6.7,5.7,7.5,0.12,0.087,0.135
cs_45,callistemon_salignus,45,7,184.3,16,14,86,8.5,5.1,7.8,0.15,0.093,0.14
cs_45,callistemon_salignus,45,8,178.5,27,2,115,5.7,9.3,8.3,0.104,0.19,0.13
cs_45,callistemon_salignus,45,9,204.2,29,12,58,10.3,11.5,8.8,0.19,0.16,0.14
cs_45,callistemon_salignus,45,10,272.6,38,18,104,5.1,8.9,6.2,0.082,0.14,0.086
ct_45,corymbia_tessellaris,45,1,219.5,40,8,88,21.5,17.1,19.5,0.31,0.17,0.23
ct_45,corymbia_tessellaris,45,2,184,27,4,70,23.3,16.5,13.7,0.29,0.2,0.17
ct_45,corymbia_tessellaris,45,3,147.8,35,3,69,69.5,55.6,58.3,0.67,0.56,0.51
ct_45,corymbia_tessellaris,45,4,233,30,10,72,19.3,14.3,19.6,0.25,0.22,0.24
ct_45,corymbia_tessellaris,45,5,190.4,33,8,73,17.6,19.4,11.2,0.23,0.24,0.13
ct_45,corymbia_tessellaris,45,6,213.7,22,6,62,14.1,12.8,20.1,0.17,0.17,0.28
ct_45,corymbia_tessellaris,45,7,187,35,9,62,12.8,13,15.8,0.14,0.13,0.2
ct_45,corymbia_tessellaris,45,8,209.9,19,9,79,22.5,21.6,24.8,0.22,0.2,0.23
ct_45,corymbia_tessellaris,45,9,191.6,34,8,63,17.7,18.3,12.3,0.25,0.24,0.17
ct_45,corymbia_tessellaris,45,10,226.2,32,8,66,17.9,13.1,12.7,0.24,0.17,0.16
dr_100,delonix_regia,100,1,294.3,163,9,100,,,,,,
dr_100,delonix_regia,100,2,233.2,111,1,75,,,,,,
dr_100,delonix_regia,100,3,243.9,159,4,78,,,,,,
dr_100,delonix_regia,100,4,226,89,1,134,,,,,,
dr_100,delonix_regia,100,5,247.2,154,7,93,,,,,,
dr_100,delonix_regia,100,6,280.9,146,9,112,,,,,,
dr_100,delonix_regia,100,7,233.5,141,8,104,,,,,,
dr_100,delonix_regia,100,8,253,110,5,98,,,,,,
dr_100,delonix_regia,100,9,231.1,136,10,85,,,,,,
dr_100,delonix_regia,100,10,229.8,111,3,71,,,,,,
fb_200,ficus_benjamina,200,1,254.7,65,12,89,17.5,16.9,18,0.13,0.15,0.18
fb_200,ficus_benjamina,200,2,271.7,69,12,91,11.7,20.2,16.6,0.09,0.17,0.15
fb_200,ficus_benjamina,200,3,250.7,43,3,115,21.3,17,26.1,0.16,0.17,0.29
fb_200,ficus_benjamina,200,4,263,64,9,124,12,17.3,17.1,0.16,0.19,0.14
fb_200,ficus_benjamina,200,5,256.3,59,8,120,13.9,12.8,21.9,0.14,0.11,0.26
fb_200,ficus_benjamina,200,6,261.4,63,6,120,18.8,18.3,22.8,0.17,0.17,0.21
fb_200,ficus_benjamina,200,7,273.5,66,5,131,16.6,19.2,14.6,0.15,0.2,0.13
fb_200,ficus_benjamina,200,8,287.4,51,5,94,15.2,12.7,15.5,0.12,0.19,0.2
fb_200,ficus_benjamina,200,9,261,64,7,80,14.2,17.3,18.7,0.1,0.12,0.19
fb_200,ficus_benjamina,200,10,280,79,10,80,14.1,18.9,13.5,0.15,0.21,0.17
fm_45,ficus_macrophylla,45,1,160.5,55,5,43,,,,,,
fm_45,ficus_macrophylla,45,2,153.5,79,4,49,,,,,,
fm_45,ficus_macrophylla,45,3,135.7,50,4,46,,,,,,
fm_45,ficus_macrophylla,45,4,155,50,4,42,,,,,,
fm_45,ficus_macrophylla,45,5,123.9,78,4,36,,,,,,
fm_45,ficus_macrophylla,45,6,138.7,71,5,31,,,,,,
fm_45,ficus_macrophylla,45,7,137,46,1,49,,,,,,
fm_45,ficus_macrophylla,45,8,152,38,4,40,,,,,,
fm_45,ficus_macrophylla,45,9,150.9,105,1,48,,,,,,
fm_45,ficus_macrophylla,45,10,120.2,40,5,35,,,,,,
fm_400,ficus_macrophylla,400,1,436.8,88,7,122,,,,,,
fm_400,ficus_macrophylla,400,2,404.2,74,6,156,,,,,,
fm_400,ficus_macrophylla,400,3,376,131,7,114,,,,,,
fm_400,ficus_macrophylla,400,4,451.5,72,4,122,,,,,,
fm_400,ficus_macrophylla,400,5,475,88,3,146,,,,,,
fm_400,ficus_macrophylla,400,6,379,63,3,139,,,,,,
fm_400,ficus_macrophylla,400,7,434.6,74,7,123,,,,,,
fm_400,ficus_macrophylla,400,8,434.2,75,4,126,,,,,,
fm_1000,ficus_macrophylla,1000,1,583.9,109,9,177,,,,,,
fm_1000,ficus_macrophylla,1000,2,652,109,5,162,,,,,,
fm_1000,ficus_macrophylla,1000,3,544.4,113,6,170,,,,,,
fm_1000,ficus_macrophylla,1000,4,655.8,93,8,153,,,,,,
fm_1000,ficus_macrophylla,1000,5,562,104,6,140,,,,,,
fm_1000,ficus_macrophylla,1000,6,614,103,7,176,,,,,,
fm_1000,ficus_macrophylla,1000,7,619.8,102,8,172,,,,,,
fm_1000,ficus_macrophylla,1000,8,526,98,9,187,,,,,,
fmh_45,ficus_microcarpa_hillii,45,1,195.2,45,11,66,9.6,14.8,10.8,0.094,0.13,0.1
fmh_45,ficus_microcarpa_hillii,45,2,176.5,39,11,63,11.3,10.2,11.9,0.126,0.113,0.15
fmh_45,ficus_microcarpa_hillii,45,3,173,45,10,76,18.4,18.6,14.7,0.2,0.2,0.13
fmh_45,ficus_microcarpa_hillii,45,4,198.1,48,10,81,13.8,17,11.2,0.11,0.17,0.13
fmh_45,ficus_microcarpa_hillii,45,5,193.7,40,10,59,16.3,10.9,16.4,0.15,0.11,0.17
fmh_45,ficus_microcarpa_hillii,45,6,207.5,44,6,78,18.5,15,14.3,0.24,0.11,0.14
fmh_45,ficus_microcarpa_hillii,45,7,194.8,40,8,78,20.7,15.1,14.6,0.17,0.16,0.11
fmh_45,ficus_microcarpa_hillii,45,8,206.5,48,8,83,23.8,23.9,16,0.26,0.25,0.16
fmh_45,ficus_microcarpa_hillii,45,9,173.2,37,10,55,10.3,8.8,18.2,0.09,0.094,0.22
fmh_45,ficus_microcarpa_hillii,45,10,181.6,40,9,74,25.4,20,17.9,0.25,0.19,0.21
fmh_400,ficus_microcarpa_hillii,400,1,353,33,9,,20.5,15.9,15.6,0.32,0.27,0.24
fmh_400,ficus_microcarpa_hillii,400,2,400.1,73,8,,21.7,21.7,21.8,0.26,0.3,0.27
fmh_400,ficus_microcarpa_hillii,400,3,391.6,54,12,,15.5,11.3,15.1,0.25,0.15,0.18
fmh_400,ficus_microcarpa_hillii,400,4,397.7,50,8,,22.5,19.4,22.2,0.3,0.31,0.37
fmh_400,ficus_microcarpa_hillii,400,5,382.5,70,5,,22.4,20.5,31.2,0.29,0.28,0.38
fmh_400,ficus_microcarpa_hillii,400,6,384.7,75,6,,20.5,21.9,18.6,0.28,0.3,0.26
fmh_400,ficus_microcarpa_hillii,400,7,371.2,39,12,,14.1,14.2,15.5,0.23,0.24,0.24
fmh_400,ficus_microcarpa_hillii,400,8,400.8,45,10,,20.7,21.4,16.8,0.31,0.36,0.22
fmh_400,ficus_microcarpa_hillii,400,9,396.3,38,16,,24.4,27.4,23.7,0.41,0.43,0.4
fo_45,ficus_obliqua,45,1,189,65,11,80,41.1,39.2,39.3,0.46,0.5,0.48
fo_45,ficus_obliqua,45,2,225.6,53,7,72,75.8,71.8,69.6,1.03,1,0.95
