batch_id,species,volume,treenumb,canopy_top,canopy_bottom,branchper30,maxbranchradius,leafarea1,leafarea2,leafarea3,leafmass1,leafmass2,leafmass3
AP_27,acer_palmatum,27,1,212.7,14,9,60,12.6,18,28.7,,,
AP_27,acer_palmatum,27,2,234.2,12,7,84,21.7,12.2,11.8,,,
AP_27,acer_palmatum,27,3,221.4,15,6,33,15.6,14.7,16.4,,,
AP_27,acer_palmatum,27,4,228.7,11,8,64,13.6,17.8,12.4,,,
AP_27,acer_palmatum,27,5,209.9,9,4,97,15.5,12.3,13.8,,,
AP_27,acer_palmatum,27,6,203.7,24,6,87,19.7,25.3,21.7,,,
AP_27,acer_palmatum,27,7,201.6,10,5,44,18.8,15.8,17,,,
AP_27,acer_palmatum,27,8,180.5,14,6,105,25.2,23.9,21.3,,,
AP_27,acer_palmatum,27,9,255.7,11,3,76,15.6,15.2,20.2,,,
AP_27,acer_palmatum,27,10,241.4,21,8,47,15.3,16.9,25.6,,,
ARA_45,acer_rubrum_autumnblaze,45,1,283.8,93,3,59,34.7,35.5,75.4,,,
ARA_45,acer_rubrum_autumnblaze,45,2,269.7,72,7,62,59.48,45,58.3,,,
ARA_45,acer_rubrum_autumnblaze,45,3,274.8,47,4,80,40.2,54.2,59.8,,,
ARA_45,acer_rubrum_autumnblaze,45,4,247.5,40,4,87,47.2,47.4,54.2,,,
ARA_45,acer_rubrum_autumnblaze,45,5,257.3,49,5,86,45.6,31.6,39.6,,,
ARA_45,acer_rubrum_autumnblaze,45,6,275.6,74,6,97,43.6,32.8,33.9,,,
ARA_45,acer_rubrum_autumnblaze,45,7,312.8,97,5,70,48.7,32.9,34.1,,,
ARA_45,acer_rubrum_autumnblaze,45,8,280,73,4,53,51.9,52.5,59.8,,,
ARA_45,acer_rubrum_autumnblaze,45,9,300.4,64,6,75,50.1,61.3,46.6,,,
ARA_45,acer_rubrum_autumnblaze,45,10,286.7,59,7,73,79.7,71.2,70.6,,,
CBF_27,carpinus_betulus_fastigiata,27,1,208,34,6,23,13.9,14.8,16.1,,,
CBF_27,carpinus_betulus_fastigiata,27,2,141.6,46,8,30,13.9,16.8,14.31,,,
CBF_27,carpinus_betulus_fastigiata,27,3,158,15,5,24,10.9,14,14.7,,,
CBF_27,carpinus_betulus_fastigiata,27,4,171.6,19,8,36,15.7,15.2,10,,,
CBF_27,carpinus_betulus_fastigiata,27,5,170.8,20,6,40,11.2,15.2,15.3,,,
CBF_27,carpinus_betulus_fastigiata,27,6,137.5,16,8,37,15.2,17,13.1,,,
CBF_27,carpinus_betulus_fastigiata,27,7,141.5,18,5,29,14.4,9.5,10.5,,,
CBF_27,carpinus_betulus_fastigiata,27,8,155.7,25,8,31,14.9,23.3,17.1,,,
