nursery,date,species,batch_id,volume,tree,height,diameter1,diameter2,rcd1,rcd2
cleveland,4/11/2016,acer_negundo_sensation,ANS_35,35,1,289.8,37.49,38.08,40.39,39.92
cleveland,4/11/2016,acer_negundo_sensation,ANS_35,35,2,273.4,35.28,34.82,41.15,39.86
cleveland,4/11/2016,acer_negundo_sensation,ANS_35,35,3,281.5,41.28,41.22,43.6,43.52
cleveland,4/11/2016,acer_negundo_sensation,ANS_35,35,4,292.5,36.38,37.72,40.83,40.86
cleveland,4/11/2016,acer_negundo_sensation,ANS_35,35,5,265.5,36.39,36.42,43.58,42.16
cleveland,4/11/2016,acer_negundo_sensation,ANS_35,35,6,273.7,35.96,37.01,37.31,37.6
cleveland,4/11/2016,acer_negundo_sensation,ANS_35,35,7,250.3,37.7,38.34,38.53,38.97
cleveland,4/11/2016,acer_negundo_sensation,ANS_35,35,8,271.6,34.14,33.88,41.63,43.51
cleveland,4/11/2016,acer_negundo_sensation,ANS_35,35,9,250.4,39.43,38.73,43.44,41.63
cleveland,4/11/2016,acer_negundo_sensation,ANS_35,35,10,267.4,36.05,37.04,40.7,41.52
cleveland,4/11/2016,acer_negundo_sensation,ANS_35,35,11,252,39.41,40.53,40.01,40.07
cleveland,4/11/2016,acer_negundo_sensation,ANS_35,35,12,232.8,35.91,35.76,37.06,37.51
cleveland,4/11/2016,acer_negundo_sensation,ANS_35,35,13,252.2,34.37,34.8,35.98,36.63
cleveland,4/11/2016,acer_negundo_sensation,ANS_75,75,1,265.7,45.52,45.75,47.17,46.91
cleveland,4/11/2016,acer_negundo_sensation,ANS_75,75,2,297.7,45.57,47.55,46.86,47.44
cleveland,4/11/2016,acer_negundo_sensation,ANS_75,75,3,330.1,48.29,48.41,50.48,50.66
cleveland,4/11/2016,acer_negundo_sensation,ANS_75,75,4,281.5,48.99,50.41,46.22,46.13
cleveland,4/11/2016,acer_negundo_sensation,ANS_75,75,5,333,48.83,46.52,51.11,53.1
cleveland,4/11/2016,acer_negundo_sensation,ANS_75,75,6,307.5,46.17,48.16,50.24,50.49
cleveland,4/11/2016,acer_negundo_sensation,ANS_75,75,7,308,46.78,45.44,46.3,46.12
cleveland,4/11/2016,acer_negundo_sensation,ANS_75,75,8,306,45.16,45.89,46.32,46.15
cleveland,4/11/2016,acer_negundo_sensation,ANS_75,75,9,313.3,45.12,46.64,51.45,51.55
cleveland,4/11/2016,acer_negundo_sensation,ANS_75,75,10,313.9,46.26,46.11,50.7,48.5
cleveland,4/11/2016,acer_negundo_sensation,ANS_75,75,11,314,49.19,50.11,50.76,51.11
cleveland,4/11/2016,acer_negundo_sensation,ANS_75,75,12,309.9,47.82,48.65,49.35,50.65
cleveland,4/11/2016,acer_negundo_sensation,ANS_75,75,13,333.8,50.55,51.7,54.46,57.37
cleveland,4/11/2016,acer_negundo_sensation,ANS_75,75,14,324.5,45.83,45.93,53.54,53.81
cleveland,4/11/2016,acer_negundo_sensation,ANS_75,75,15,326.1,49.7,49.67,49.35,50.72
cleveland,4/11/2016,acer_negundo_sensation,ANS_75,75,16,296.7,45.73,44.47,45.28,44.15
cleveland,4/11/2016,acer_negundo_sensation,ANS_75,75,17,279.8,46.42,46.22,48.84,49.55
cleveland,4/11/2016,acer_negundo_sensation,ANS_75,75,18,291.3,46.65,49.82,50.04,50.2
cleveland,4/11/2016,acer_negundo_sensation,ANS_75,75,19,266.2,45.23,41.8,49.22,52.75
cleveland,4/11/2016,acer_negundo_sensation,ANS_75,75,20,325.2,52.98,52.9,54.63,55.73
cleveland,4/11/2016,acer_platanoides_crimsonsentry,APC_35,35,1,302,31.87,32.54,38.84,38.72
cleveland,4/11/2016,acer_platanoides_crimsonsentry,APC_35,35,2,250.3,28.24,29.23,33.44,33.31
cleveland,4/11/2016,acer_platanoides_crimsonsentry,APC_35,35,3,288.5,30.86,30.75,40.55,40.24
cleveland,4/11/2016,acer_platanoides_crimsonsentry,APC_35,35,4,270,29.2,29.76,40.93,38.6
cleveland,4/11/2016,acer_platanoides_crimsonsentry,APC_35,35,5,299.7,30.23,30.29,39.38,38.27
cleveland,4/11/2016,acer_rubrum_octoberglory,ARO_45,45,1,335.4,35.08,37.68,41.12,40.89
cleveland,4/11/2016,acer_rubrum_octoberglory,ARO_45,45,2,328.3,35.78,37.33,46.38,47.3
cleveland,4/11/2016,acer_rubrum_octoberglory,ARO_45,45,3,325,34.79,37.35,42.73,42.67
cleveland,4/11/2016,acer_rubrum_octoberglory,ARO_45,45,4,331.5,38.79,38.51,48.03,48.22
cleveland,4/11/2016,acer_rubrum_octoberglory,ARO_45,45,5,321.1,35.28,35.46,47.5,46.91
cleveland,4/11/2016,acer_rubrum_octoberglory,ARO_45,45,6,337,34.31,35.47,44.89,42.17
cleveland,4/11/2016,acer_rubrum_octoberglory,ARO_45,45,7,317.2,34.68,35.46,49.24,47.27
cleveland,4/11/2016,acer_rubrum_octoberglory,ARO_45,45,8,327.2,34.31,35.18,40.1,42.08
cleveland,4/11/2016,acer_rubrum_octoberglory,ARO_45,45,9,331.3,36.4,36.34,44.16,43.56
cleveland,4/11/2016,acer_rubrum_octoberglory,ARO_45,45,10,327.6,34.14,34.26,45.62,46.36
cleveland,4/11/2016,acer_rubrum_octoberglory,ARO_45,45,11,344.6,41.51,39.4,48.31,47.16
cleveland,4/11/2016,acer_rubrum_octoberglory,ARO_45,45,12,328,36.16,35.8,46.13,46.53
cleveland,4/11/2016,acer_x_freemanii,AF_35,35,1,299.7,28.77,28.92,37.45,38.74
cleveland,4/11/2016,acer_x_freemanii,AF_35,35,2,317.5,26.99,27.5,34.74,35.4
cleveland,4/11/2016,acer_x_freemanii,AF_35,35,3,288.8,28.39,28.4,29.66,40.67
cleveland,4/11/2016,acer_x_freemanii,AF_35,35,4,309.4,27.71,28.67,28.71,39.57
cleveland,4/11/2016,acer_x_freemanii,AF_35,35,5,337.5,29.02,30.64,27.45,37.89
cleveland,4/11/2016,acer_x_freemanii,AF_35,35,6,343.3,28.78,30.81,29.4,39.26
cleveland,4/11/2016,acer_x_freemanii,AF_35,35,7,306.7,25.44,27.26,28.26,36.75
cleveland,4/11/2016,acer_x_freemanii,AF_35,35,8,335,28.43,29.96,35.05,35.24
cleveland,4/11/2016,acer_x_freemanii,AF_35,35,9,324,27.78,27.91,45.12,44.76
cleveland,4/11/2016,acer_x_freemanii,AF_35,35,10,345.8,27.37,29.3,33.75,34.26
