nursery,date,species,batch_id,volume,tree,height,diameter1,diameter2,rcd1,rcd2
adelaideadvanced,10/11/2016,magnolia_grandiflora,MGL_18,18,1,124.1,13.55,13.34,17.84,18.04
adelaideadvanced,10/11/2016,magnolia_grandiflora,MGL_18,18,2,120.2,13.67,13.56,21.81,22
adelaideadvanced,10/11/2016,magnolia_grandiflora,MGL_18,18,3,118.6,14.55,16.72,18.87,16.97
adelaideadvanced,10/11/2016,magnolia_grandiflora,MGL_18,18,4,105.6,14.2,14.13,16.63,16.9
adelaideadvanced,10/11/2016,magnolia_grandiflora,MGL_18,18,5,130.1,15.62,15.58,21.25,20.99
adelaideadvanced,10/11/2016,magnolia_grandiflora,MGL_18,18,6,116,14.62,14.61,18.34,18.64
adelaideadvanced,10/11/2016,magnolia_grandiflora,MGL_18,18,7,117.6,16.71,16.32,20.86,20.2
adelaideadvanced,10/11/2016,magnolia_grandiflora,MGL_18,18,8,119.4,15.11,14.94,17.4,17.38
adelaideadvanced,10/11/2016,magnolia_grandiflora,MGL_18,18,9,107,13.14,13.13,16.06,16.24
adelaideadvanced,10/11/2016,magnolia_grandiflora,MGL_18,18,10,103.6,12.6,12.69,16.57,17.47
adelaideadvanced,10/11/2016,magnolia_grandiflora,MGL_18,18,11,113,13.79,14.13,15.59,15.44
adelaideadvanced,10/11/2016,magnolia_grandiflora,MGL_18,18,12,102.1,13.11,13.1,16.2,16.64
adelaideadvanced,10/11/2016,magnolia_grandiflora,MGL_18,18,13,128.2,15.68,16.05,19.86,19.87
adelaideadvanced,10/11/2016,magnolia_grandiflora,MGL_18,18,14,121,15.55,15.43,18.77,18.56
adelaideadvanced,10/11/2016,magnolia_grandiflora,MGL_18,18,15,117.5,14.46,14.43,18.52,17.6
adelaideadvanced,10/11/2016,magnolia_grandiflora,MGL_18,18,16,118,14.75,14.04,16.62,16.76
adelaideadvanced,10/11/2016,magnolia_grandiflora,MGL_18,18,17,128.9,17.07,17.2,22.65,22.56
adelaideadvanced,10/11/2016,ulmus_parvifolia_todd,UMT_27,27,1,245.6,31.93,31.23,42.61,42.3
