nursery,date,species,batch_id,volume,tree,height,diameter1,diameter2,rcd1,rcd2
plantsdirect,10/01/2017,agathis_robusta,ar_45,45,1,257.3,31.45,31.63,38.26,38.93
plantsdirect,10/01/2017,agathis_robusta,ar_45,45,2,233,28.23,28.06,34.7,34.22
plantsdirect,10/01/2017,agathis_robusta,ar_45,45,3,216.8,35.91,35.82,44.7,44.3
plantsdirect,10/01/2017,agathis_robusta,ar_45,45,4,261.2,38.42,35.01,51.92,51.5
plantsdirect,10/01/2017,agathis_robusta,ar_45,45,5,251.7,34.2,34.02,43.04,41.74
plantsdirect,10/01/2017,agathis_robusta,ar_45,45,6,281.3,33.3,33.8,40.03,39.87
plantsdirect,10/01/2017,agathis_robusta,ar_45,45,7,256.5,33.69,33.68,44.38,44.13
plantsdirect,10/01/2017,agathis_robusta,ar_45,45,8,316.8,39.73,39.69,49.59,49.01
plantsdirect,10/01/2017,agathis_robusta,ar_45,45,9,225.8,29,28.45,35.73,36.81
plantsdirect,10/01/2017,agathis_robusta,ar_45,45,10,238,31.59,31.24,38.13,38.39
plantsdirect,10/01/2017,agathis_robusta,ar_45,45,11,250.8,33.23,33.42,39.46,40.19
plantsdirect,10/01/2017,agathis_robusta,ar_45,45,12,272.4,32.65,33.71,39.05,39.1
plantsdirect,10/01/2017,agathis_robusta,ar_45,45,13,243.3,35.28,35,41.93,42.49
plantsdirect,10/01/2017,agathis_robusta,ar_45,45,14,233.7,29.55,29.37,40.36,40.73
plantsdirect,10/01/2017,agathis_robusta,ar_45,45,15,276.2,36.09,36.61,42.78,42.51
plantsdirect,10/01/2017,agathis_robusta,ar_45,45,16,243.4,31.76,31.45,37.41,39.38
plantsdirect,10/01/2017,agathis_robusta,ar_45,45,17,243.3,35.46,36.09,43.32,43.98
plantsdirect,10/01/2017,agathis_robusta,ar_45,45,18,233,29.62,29.77,34.53,34.89
plantsdirect,10/01/2017,agathis_robusta,ar_45,45,19,205.2,25.99,25.39,32.58,33.6
plantsdirect,10/01/2017,agathis_robusta,ar_45,45,20,253,31.63,31.27,39.18,38.58
plantsdirect,10/01/2017,agathis_robusta,ar_45,45,21,244.3,34.44,35.06,43.13,43.03
plantsdirect,10/01/2017,agathis_robusta,ar_45,45,22,197.8,32.7,37.36,46.2,46.58
plantsdirect,10/01/2017,agathis_robusta,ar_45,45,23,243.2,36.73,35.38,42.04,41.68
plantsdirect,10/01/2017,agathis_robusta,ar_45,45,24,244.8,32.08,31.82,40.64,40.55
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,1,232.3,33.49,33.02,48.57,43.87
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,2,253.5,29.84,30.63,35.92,35.88
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,3,237,33.58,32.87,40.31,38.69
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,4,214.2,35.8,35.89,36.27,36.61
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,5,206.5,37.72,33.02,38.35,38.11
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,6,231.3,30.81,31.69,32.73,33.32
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,7,255.3,35,34.5,40.72,39.77
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,8,202.5,29.58,31.01,34.26,35.18
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,9,219.3,28.79,29.66,34.88,35.2
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,10,243.5,32.15,33.21,35.04,35.6
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,11,229.5,32.77,38.31,32.7,34.14
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,12,183.3,27.36,28.04,32.62,32.56
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,13,271.3,39.81,38.99,44.78,44.46
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,14,256,40.03,36.83,45.01,44.61
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,15,244.5,29.36,28.99,33.84,34.6
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,16,239.2,35.81,36.49,38.32,38.72
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,17,222.3,38.09,36.61,46.84,48.84
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,18,270.9,33.3,33.36,40.25,39.51
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,19,221.3,30.94,31.19,36.25,36.89
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,20,252.3,31.35,31.44,44.76,35.09
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,21,229.3,32.65,32.68,35.99,36.6
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,22,237.2,28.39,28.32,33.81,32.98
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,23,258.9,37.17,36.9,41.68,41.95
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,24,228.5,35.17,33.81,45.76,44.16
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,25,205.2,26.32,29.71,29.6,29.05
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,26,234.2,32.31,31.77,34.43,33.92
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,27,239.7,31.92,32.33,36.76,36.87
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,28,199.2,25.74,25.61,33.01,32.39
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,29,215.9,33.18,33.5,37.58,39.46
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,30,238.6,31.84,31.03,29.36,28.58
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,31,229.6,31.33,31.55,39.38,38.27
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,32,217,31.36,31.59,35.43,34.88
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,33,226.3,34.88,34.03,36.89,36.57
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,34,221,32.16,32.21,35.75,35.64
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,35,258.9,36.2,36.98,45.25,40.7
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,36,221,29.77,29.08,32.31,30.98
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,37,240.4,32.49,31.68,40.06,38.44
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,38,221.3,36.01,34.95,37.13,39.07
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,39,215.4,28.59,29.14,32.36,32.31
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,40,228.2,33.3,32.37,34.22,34.6
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,41,261.2,38.52,38.58,40.66,41.59
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,42,214.8,33.2,31.93,34.03,33.9
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,43,190.8,24.33,24.05,26.65,25.95
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,44,268,34,34.68,41.9,45.72
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_45,45,45,200,29.17,28.84,33.44,33.15
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_100,100,1,294.3,45.5,46.32,57.83,59.36
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_100,100,2,233.2,40.67,39.8,46.75,46.72
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_100,100,3,243.9,49.8,48.7,53.3,53.27
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_100,100,4,226,43.57,43.35,50.89,50.52
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_100,100,5,295.8,37.29,39.61,48.06,47.02
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_100,100,6,279.1,40.31,40.44,53.31,53.17
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_100,100,7,263.6,38.56,38.28,45.07,45.61
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_100,100,8,281.2,43.28,43.36,49.75,49.37
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_100,100,9,258.8,40.21,38.46,50.4,50.72
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_100,100,10,257.9,35.64,37.54,51.84,50.89
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_100,100,11,293.6,42.53,42.08,56.43,55.32
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_100,100,12,284.4,40.75,39.77,52.01,52.99
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_100,100,13,290.6,41.48,42.37,60.16,58.33
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_100,100,14,280.6,47.75,46.12,52.06,52.48
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_100,100,15,252.9,46.39,45.63,55.23,59.56
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_100,100,16,248.5,40.95,44.2,60.36,58.33
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_100,100,17,303,43.24,43.83,51.68,47.09
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_100,100,18,255.5,41.32,42.46,55.59,55.72
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_100,100,19,306,41.56,40.76,49.47,49.97
plantsdirect,10/01/2017,araucaria_cunninghamii,ac_100,100,20,269.4,43.01,44.62,54.41,54.45
plantsdirect,10/01/2017,araucaria_heterophylla,ah_100,100,1,309,47.44,48.18,53.38,52.53
plantsdirect,10/01/2017,araucaria_heterophylla,ah_100,100,2,317.5,42.13,41.58,51.79,51.04
plantsdirect,10/01/2017,araucaria_heterophylla,ah_100,100,3,314.3,42.04,42.4,50.01,49.32
plantsdirect,10/01/2017,araucaria_heterophylla,ah_100,100,4,303.4,45.34,45.3,51.56,51.52
plantsdirect,10/01/2017,araucaria_heterophylla,ah_100,100,5,333,49.48,47.98,64.13,63.35
plantsdirect,10/01/2017,araucaria_heterophylla,ah_100,100,6,345.7,54.2,53.71,64.2,64.62
plantsdirect,10/01/2017,araucaria_heterophylla,ah_100,100,7,282,35.18,35.01,36.72,36.76
plantsdirect,10/01/2017,araucaria_heterophylla,ah_100,100,8,351.5,39.13,39.31,50.46,49.6
plantsdirect,10/01/2017,araucaria_heterophylla,ah_100,100,9,377.7,48.54,49.31,53.06,52.69
plantsdirect,10/01/2017,araucaria_heterophylla,ah_100,100,10,329.6,49.74,51.94,51.66,52
plantsdirect,10/01/2017,araucaria_heterophylla,ah_400,400,1,635,98.32,98.17,117.84,117.43
plantsdirect,10/01/2017,araucaria_heterophylla,ah_400,400,2,438.1,87.73,85.64,112.1,107.62
plantsdirect,10/01/2017,araucaria_heterophylla,ah_400,400,3,557.2,97.16,99.79,109.85,111.94
plantsdirect,10/01/2017,araucaria_heterophylla,ah_400,400,4,413.4,84.3,83.51,100.53,105.72
plantsdirect,10/01/2017,araucaria_heterophylla,ah_400,400,5,564.1,116.54,110.39,135.84,133.44
plantsdirect,10/01/2017,araucaria_heterophylla,ah_400,400,6,494,93.61,91.48,108.92,110.1
plantsdirect,10/01/2017,araucaria_heterophylla,ah_400,400,7,516.8,93.91,92.48,108.35,112.28
plantsdirect,10/01/2017,araucaria_heterophylla,ah_400,400,8,472.8,91.82,93.96,108.75,105.02
plantsdirect,10/01/2017,brachychiton_rupestris,br_45,45,1,199.8,62.85,63.39,92.82,99.43
plantsdirect,10/01/2017,brachychiton_rupestris,br_45,45,2,184.5,50.56,49.9,82.49,90.68
plantsdirect,10/01/2017,brachychiton_rupestris,br_45,45,3,215.7,64.72,64.41,97.28,95.61
plantsdirect,10/01/2017,brachychiton_rupestris,br_45,45,4,238,59.65,60.5,106.17,101.71
plantsdirect,10/01/2017,brachychiton_rupestris,br_45,45,5,188.5,62.75,63.34,93.19,97.26
plantsdirect,10/01/2017,brachychiton_rupestris,br_45,45,6,228.5,57.26,57.84,82.12,84.08
plantsdirect,10/01/2017,brachychiton_rupestris,br_45,45,7,296.3,63.79,63.1,99.7,99.9
plantsdirect,10/01/2017,brachychiton_rupestris,br_45,45,8,276.5,72.85,74.79,107.78,107.2
plantsdirect,10/01/2017,brachychiton_rupestris,br_45,45,9,204.8,66.72,67.37,97.71,99.05
plantsdirect,10/01/2017,brachychiton_rupestris,br_45,45,10,268,62.02,62.14,96.44,97.34
plantsdirect,10/01/2017,brachychiton_rupestris,br_45,45,11,229.4,64.11,64.75,103.02,104.35
plantsdirect,10/01/2017,brachychiton_rupestris,br_45,45,12,252.2,59.35,60.09,90.85,90.25
plantsdirect,10/01/2017,brachychiton_rupestris,br_45,45,13,225.5,60.71,62.7,92.11,90.42
plantsdirect,10/01/2017,brachychiton_rupestris,br_45,45,14,218.5,62.27,64.3,93.15,89.88
plantsdirect,10/01/2017,brachychiton_rupestris,br_45,45,15,223.3,66.13,66.24,100.27,101.16
plantsdirect,10/01/2017,brachychiton_rupestris,br_45,45,16,186.6,51.67,54.18,80.05,79.32
plantsdirect,10/01/2017,brachychiton_rupestris,br_45,45,17,219.7,54.8,59.37,80.2,100.13
plantsdirect,10/01/2017,brachychiton_rupestris,br_45,45,18,225.3,48.8,48.15,74.32,90.43
plantsdirect,10/01/2017,brachychiton_rupestris,br_45,45,19,238.4,61.87,62.08,113.15,107.03
plantsdirect,10/01/2017,brachychiton_rupestris,br_45,45,20,171,66.64,66.65,87.61,88.6
plantsdirect,10/01/2017,brachychiton_rupestris,br_45,45,21,189.3,53.33,54.29,100.9,99.79
plantsdirect,10/01/2017,brachychiton_rupestris,br_45,45,22,233.1,58.05,58.26,90.92,90.34
plantsdirect,10/01/2017,brachychiton_rupestris,br_45,45,23,200.5,51.89,51.15,92.04,92.97
plantsdirect,10/01/2017,brachychiton_rupestris,br_45,45,24,186,57.74,62.21,90.67,90.16
plantsdirect,10/01/2017,brachychiton_rupestris,br_45,45,25,235.7,61.64,63.02,93.95,89.34
plantsdirect,10/01/2017,brachychiton_rupestris,br_45,45,26,224.2,70.86,71.2,98.15,94.75
plantsdirect,10/01/2017,brachychiton_rupestris,br_45,45,27,218.9,64.7,63.9,94.7,93.12
plantsdirect,10/01/2017,brachychiton_rupestris,br_100,100,1,262.7,90.79,89.51,127.97,115.84
plantsdirect,10/01/2017,brachychiton_rupestris,br_100,100,2,287.5,73.74,75.35,137.61,102.42
plantsdirect,10/01/2017,brachychiton_rupestris,br_100,100,3,271.7,71.97,71.36,127.74,98.71
plantsdirect,10/01/2017,brachychiton_rupestris,br_100,100,4,278.5,75.64,80.41,114.98,107.78
plantsdirect,10/01/2017,brachychiton_rupestris,br_100,100,5,249.1,105.95,109.27,124.02,131.72
plantsdirect,10/01/2017,brachychiton_rupestris,br_100,100,6,268.1,65.8,67.26,100.43,99.78
plantsdirect,10/01/2017,brachychiton_rupestris,br_100,100,7,315.4,65.63,66.93,102.14,107.11
plantsdirect,10/01/2017,brachychiton_rupestris,br_100,100,8,254.7,70.79,69.25,110,115.92
plantsdirect,10/01/2017,brachychiton_rupestris,br_100,100,9,258.8,73.3,73.5,100.17,103.02
plantsdirect,10/01/2017,brachychiton_rupestris,br_100,100,10,224.6,103.38,100.42,144.79,140.74
